（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B091Y38CV7,B08PNWDSSQ,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Gray",UTBS-02,117,1,23,1,140,2,1.55%,1.49%,0.69%,2.08%,1.29%,1.74%,144,1,31,3,175,4,1.48%,1.14%,0.72%,1.25%,2.45%,99.43%,100.00%,10,0,7.14%,0.00%,US$269.90,US$0.00,9,0
B0BRN8J9X9,B099MJ38BC,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Gray,UCBS-01,201,0,63,2,264,2,2.66%,0.00%,1.90%,4.17%,2.43%,1.74%,256,0,77,6,333,6,2.63%,0.00%,1.79%,2.38%,3.68%,99.10%,100.00%,7,1,2.65%,50.00%,US$209.93,US$29.99,7,1
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,106,1,43,1,149,2,1.41%,1.49%,1.30%,2.08%,1.37%,1.74%,133,1,54,1,187,2,1.37%,1.14%,1.26%,1.33%,1.23%,100.00%,100.00%,7,0,4.70%,0.00%,US$475.93,US$0.00,7,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,146,1,77,0,223,1,1.94%,1.49%,2.32%,0.00%,2.05%,0.87%,175,1,95,0,270,1,1.80%,1.14%,2.21%,1.93%,0.61%,99.26%,100.00%,7,0,3.14%,0.00%,US$419.93,US$0.00,7,0
B091Y38CV7,B091YBKHZG,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Pink & Gray",UTBSC-10,76,0,15,0,91,0,1.01%,0.00%,0.45%,0.00%,0.84%,0.00%,94,0,21,0,115,0,0.97%,0.00%,0.49%,0.82%,0.00%,99.13%,0.00%,6,0,6.59%,0.00%,US$167.94,US$0.00,6,0
B092VTVKZ7,B092T8T2GF,"4 Pieces White Girls Toddler Bedding Set Orange Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-123,201,3,34,1,235,4,2.66%,4.48%,1.02%,2.08%,2.16%,3.48%,281,5,39,1,320,6,2.89%,5.68%,0.91%,2.28%,3.68%,99.38%,100.00%,7,0,2.98%,0.00%,US$244.93,US$0.00,6,0
B0BQV6HMN2,B01H1H41R2,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Queen Size 90x90+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WT07-T,24,1,25,0,49,1,0.32%,1.49%,0.75%,0.00%,0.45%,0.87%,32,1,33,0,65,1,0.33%,1.14%,0.77%,0.46%,0.61%,100.00%,100.00%,5,0,10.20%,0.00%,US$129.95,US$0.00,5,0
B08T6WTS5M,B088KD7B58,UOZZI BEDDING 4 Piece Gray Dinosaurs Toddler Bedding Set with Colorful Dinos Boys Bed Comforter Sheet Set,UTBS-102N,62,1,13,0,75,1,0.82%,1.49%,0.39%,0.00%,0.69%,0.87%,87,2,20,0,107,2,0.89%,2.27%,0.47%,0.76%,1.23%,100.00%,100.00%,5,0,6.67%,0.00%,US$174.95,US$0.00,5,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,39,0,10,1,49,1,0.52%,0.00%,0.30%,2.08%,0.45%,0.87%,53,0,12,1,65,1,0.55%,0.00%,0.28%,0.46%,0.61%,100.00%,100.00%,6,0,12.24%,0.00%,US$167.94,US$0.00,5,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,99,1,28,0,127,1,1.31%,1.49%,0.84%,0.00%,1.17%,0.87%,107,1,38,0,145,1,1.10%,1.14%,0.89%,1.03%,0.61%,99.31%,100.00%,5,0,3.94%,0.00%,US$149.95,US$0.00,5,0
B08XXHWMH7,B09TSDL34B,Quilt Set Queen Size Cream White with Black Branch Bedding Set 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer 3 Pc Bed Cover for (1 Quilt+ 2 Shams),UQT165-Q,70,1,49,1,119,2,0.93%,1.49%,1.48%,2.08%,1.10%,1.74%,89,1,68,1,157,2,0.92%,1.14%,1.59%,1.12%,1.23%,99.36%,100.00%,5,0,4.20%,0.00%,US$224.95,US$0.00,5,0
B0B92QC3D8,B09V6RYZWG,Flower Comforter Sheet Set Gray Bed in a Bag 7 Pieces Queen Size Pink White Floral Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Pink Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG186-Q,102,2,40,1,142,3,1.35%,2.99%,1.20%,2.08%,1.31%,2.61%,146,3,48,1,194,4,1.50%,3.41%,1.12%,1.38%,2.45%,100.00%,100.00%,5,0,3.52%,0.00%,US$299.95,US$0.00,5,0
B08DXYYPHT,B08B51JB5N,UOZZI BEDDING 2 Piece Reversible Colorful Quilt Set Twin Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-T,50,0,23,1,73,1,0.66%,0.00%,0.69%,2.08%,0.67%,0.87%,72,0,29,1,101,1,0.74%,0.00%,0.68%,0.72%,0.61%,100.00%,100.00%,7,0,9.59%,0.00%,US$239.33,US$0.00,4,0
B08K767M5V,B08CVT27TW,"6 Pieces Comforter Sheet Set Twin Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 1 Pillowcases)",UZBIG38-T,52,0,24,0,76,0,0.69%,0.00%,0.72%,0.00%,0.70%,0.00%,72,0,29,0,101,0,0.74%,0.00%,0.68%,0.72%,0.00%,99.01%,0.00%,4,0,5.26%,0.00%,US$199.96,US$0.00,4,0
B0BGHLGXLZ,B0BGHJW6GN,Stripes Bed in a Bag King Size 7 Pieces Black Gray Yellow Comforter Sheet Set with Circles All Season Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG201-K,6,0,4,0,10,0,0.08%,0.00%,0.12%,0.00%,0.09%,0.00%,8,0,4,0,12,0,0.08%,0.00%,0.09%,0.09%,0.00%,100.00%,0.00%,4,0,40.00%,0.00%,US$279.96,US$0.00,4,0
B01JL0GK9E,B01H1O894G,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-T,58,1,57,1,115,2,0.77%,1.49%,1.72%,2.08%,1.06%,1.74%,68,1,73,2,141,3,0.70%,1.14%,1.70%,1.01%,1.84%,100.00%,100.00%,3,0,2.61%,0.00%,US$74.97,US$0.00,3,0
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,87,1,36,1,123,2,1.15%,1.49%,1.08%,2.08%,1.13%,1.74%,125,1,50,1,175,2,1.29%,1.14%,1.17%,1.25%,1.23%,100.00%,100.00%,3,0,2.44%,0.00%,US$77.97,US$0.00,3,0
B08DXYYPHT,B07QYV47W2,UOZZI BEDDING 2 Piece Reversible Kids Quilt Set Twin Size 68x86 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season Colorful Dots (1 Quilt + 1 Shams),UQT38-T,68,1,33,0,101,1,0.90%,1.49%,0.99%,0.00%,0.93%,0.87%,97,1,42,0,139,1,1.00%,1.14%,0.98%,0.99%,0.61%,100.00%,100.00%,3,0,2.97%,0.00%,US$106.37,US$0.00,3,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,49,0,15,0,64,0,0.65%,0.00%,0.45%,0.00%,0.59%,0.00%,71,0,19,0,90,0,0.73%,0.00%,0.44%,0.64%,0.00%,97.78%,0.00%,3,0,4.69%,0.00%,US$89.97,US$0.00,3,0
B08DXYYPHT,B07TT36B8N,"California King Size Reversible Quilt Set Oversized 102""x114"" Soft Microfiber Lightweight Large Coverlet Bedspread Summer Bedding Set Bed Cover for All Season Colorful Dots",UQT38-CAK,34,0,16,0,50,0,0.45%,0.00%,0.48%,0.00%,0.46%,0.00%,38,0,20,0,58,0,0.39%,0.00%,0.47%,0.41%,0.00%,100.00%,0.00%,3,0,6.00%,0.00%,US$167.97,US$0.00,3,0
B092LX5PDW,B08P4GHXR5,Navy Blue Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch White Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG85-Q,94,2,54,0,148,2,1.25%,2.99%,1.63%,0.00%,1.36%,1.74%,104,2,69,0,173,2,1.07%,2.27%,1.61%,1.23%,1.23%,99.42%,100.00%,3,0,2.03%,0.00%,US$167.97,US$0.00,3,0
B092LX5PDW,B08P4J11KL,Gray Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG02-T,38,1,25,0,63,1,0.50%,1.49%,0.75%,0.00%,0.58%,0.87%,48,1,36,0,84,1,0.49%,1.14%,0.84%,0.60%,0.61%,100.00%,100.00%,5,0,7.94%,0.00%,US$249.95,US$0.00,3,0
B08XXHWMH7,B09151RYPC,UOZZI BEDDING 3 Pieces Quilt Set Burgundy Red Branch King Size 102x88 Soft Microfiber Lightweight Coverlet Christmas Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT111-K,13,0,15,0,28,0,0.17%,0.00%,0.45%,0.00%,0.26%,0.00%,17,0,22,0,39,0,0.17%,0.00%,0.51%,0.28%,0.00%,100.00%,0.00%,3,0,10.71%,0.00%,US$143.97,US$0.00,3,0
B08K767M5V,B091BSGJRD,Pink Floral Comforter Sheet Set Bed in a Bag 7 Pieces King Green Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG129-K,72,1,27,0,99,1,0.95%,1.49%,0.81%,0.00%,0.91%,0.87%,85,1,28,0,113,1,0.87%,1.14%,0.65%,0.81%,0.61%,98.23%,100.00%,3,0,3.03%,0.00%,US$179.97,US$0.00,3,0
B08LY9MZ1Y,B091BSJFDV,"UOZZI BEDDING Kids Girls Bed in a Bag 7 Pieces Queen Size Unicorn Pink Comforter Set - (1 Soft Microfiber, Reversible Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG122-Q,19,1,13,0,32,1,0.25%,1.49%,0.39%,0.00%,0.29%,0.87%,34,2,15,0,49,2,0.35%,2.27%,0.35%,0.35%,1.23%,100.00%,100.00%,3,0,9.38%,0.00%,US$179.97,US$0.00,3,0
B091XXZ9CL,B091Y6NLRP,"Navy Blue Bed in a Bag 7 Pieces Queen Size All Season Navy White line - Soft Microfiber Reversible Bed Comforter Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG112-Q,30,0,13,0,43,0,0.40%,0.00%,0.39%,0.00%,0.40%,0.00%,38,0,18,0,56,0,0.39%,0.00%,0.42%,0.40%,0.00%,100.00%,0.00%,3,0,6.98%,0.00%,US$179.97,US$0.00,3,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,95,2,10,0,105,2,1.26%,2.99%,0.30%,0.00%,0.97%,1.74%,123,2,13,0,136,2,1.27%,2.27%,0.30%,0.97%,1.23%,98.53%,100.00%,3,0,2.86%,0.00%,US$89.97,US$0.00,3,0
B09NXYDDHP,B09NXZ9HKD,Yellow Green Rhomb Plaid Quilt Set 3pc Queen Size Reversible Coverlet Bedspread Set Soft Microfiber Lightweight Summer Quilt Bedding Set Bed Cover for All Season 88x88,UQT184-Q,15,0,7,0,22,0,0.20%,0.00%,0.21%,0.00%,0.20%,0.00%,34,0,7,0,41,0,0.35%,0.00%,0.16%,0.29%,0.00%,100.00%,0.00%,4,0,18.18%,0.00%,US$155.96,US$0.00,3,0
B09QBX987B,B09QBZ1X9W,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag King Watercolor Green Blue Leaves with Yellow Flowers Bedding Set(1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG181-K,27,0,8,0,35,0,0.36%,0.00%,0.24%,0.00%,0.32%,0.00%,32,0,10,0,42,0,0.33%,0.00%,0.23%,0.30%,0.00%,100.00%,0.00%,3,0,8.57%,0.00%,US$197.97,US$0.00,3,0
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,23,1,16,1,39,2,0.30%,1.49%,0.48%,2.08%,0.36%,1.74%,35,1,19,1,54,2,0.36%,1.14%,0.44%,0.39%,1.23%,100.00%,100.00%,2,0,5.13%,0.00%,US$49.98,US$0.00,2,0
B08D6LSCQ7,B07FXCH4GZ,UOZZI BEDDING 3 Piece Colorful King Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 102x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-K,19,0,2,0,21,0,0.25%,0.00%,0.06%,0.00%,0.19%,0.00%,25,0,2,0,27,0,0.26%,0.00%,0.05%,0.19%,0.00%,100.00%,0.00%,2,0,9.52%,0.00%,US$59.98,US$0.00,2,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,36,0,17,0,53,0,0.48%,0.00%,0.51%,0.00%,0.49%,0.00%,48,0,20,0,68,0,0.49%,0.00%,0.47%,0.49%,0.00%,100.00%,0.00%,2,0,3.77%,0.00%,US$51.98,US$0.00,2,0
B08D6LSCQ7,B07JGWLZM2,"3 Piece Duvet Cover Set King (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots - 800 TC with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles for Adult",BTN38-K,30,0,7,0,37,0,0.40%,0.00%,0.21%,0.00%,0.34%,0.00%,48,0,7,0,55,0,0.49%,0.00%,0.16%,0.39%,0.00%,100.00%,0.00%,2,0,5.41%,0.00%,US$59.98,US$0.00,2,0
B07NW55BDC,B07NW5H492,"UOZZI BEDDING All-Season Teal (Light Blue) Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK24-70,31,1,18,0,49,1,0.41%,1.49%,0.54%,0.00%,0.45%,0.87%,42,1,23,0,65,1,0.43%,1.14%,0.54%,0.46%,0.61%,100.00%,100.00%,2,0,4.08%,0.00%,US$17.98,US$0.00,2,0
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,142,0,66,1,208,1,1.88%,0.00%,1.99%,2.08%,1.91%,0.87%,171,0,83,2,254,2,1.76%,0.00%,1.93%,1.81%,1.23%,99.61%,100.00%,2,0,0.96%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07T61X8LY,UOZZI BEDDING 3 Piece King Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-K,76,0,63,2,139,2,1.01%,0.00%,1.90%,4.17%,1.28%,1.74%,89,0,69,2,158,2,0.92%,0.00%,1.61%,1.13%,1.23%,100.00%,100.00%,2,0,1.44%,0.00%,US$91.98,US$0.00,2,0
B08DXYYPHT,B07TRKC348,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces Queen Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-Q,104,1,45,1,149,2,1.38%,1.49%,1.36%,2.08%,1.37%,1.74%,111,1,56,1,167,2,1.14%,1.14%,1.31%,1.19%,1.23%,100.00%,100.00%,2,0,1.34%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07TT19PSS,UOZZI BEDDING 3 Piece Reversible White Quilt Set King Size with Blue Green Leaves and Red Flowers Soft Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT60-K,112,0,41,1,153,1,1.48%,0.00%,1.23%,2.08%,1.41%,0.87%,118,0,47,1,165,1,1.21%,0.00%,1.10%,1.18%,0.61%,100.00%,100.00%,2,0,1.31%,0.00%,US$85.98,US$0.00,2,0
B07NW55BDC,B07X2H864S,"UOZZI BEDDING All-Season Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester (Navy, 27""x39"")",TZK29-70,9,0,4,0,13,0,0.12%,0.00%,0.12%,0.00%,0.12%,0.00%,10,0,6,0,16,0,0.10%,0.00%,0.14%,0.11%,0.00%,93.75%,0.00%,2,0,15.38%,0.00%,US$19.98,US$0.00,2,0
B092LX5PDW,B08P4GY3LZ,White Floral Comforter Sheet Set 6 Pieces Bed in a Bag Twin Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG60-T,18,0,11,0,29,0,0.24%,0.00%,0.33%,0.00%,0.27%,0.00%,24,0,14,0,38,0,0.25%,0.00%,0.33%,0.27%,0.00%,100.00%,0.00%,2,0,6.90%,0.00%,US$107.98,US$0.00,2,0
B092LX5PDW,B08P4HW5GQ,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-Q,124,1,57,0,181,1,1.64%,1.49%,1.72%,0.00%,1.67%,0.87%,134,1,69,0,203,1,1.38%,1.14%,1.61%,1.45%,0.61%,99.51%,100.00%,2,0,1.10%,0.00%,US$119.98,US$0.00,2,0
B08T6WTS5M,B08T6W8P9G,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Dinosaur White Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS-105,13,0,9,0,22,0,0.17%,0.00%,0.27%,0.00%,0.20%,0.00%,17,0,14,0,31,0,0.17%,0.00%,0.33%,0.22%,0.00%,100.00%,0.00%,2,0,9.09%,0.00%,US$69.98,US$0.00,2,0
B08LY9MZ1Y,B08V8XXP3R,"UOZZI BEDDING Bed in a Bag 7 Pieces King Size Unicorn Pink with Rainbow Star - Soft Microfiber, Reversible Bed Comforter Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG25N-K,7,1,2,0,9,1,0.09%,1.49%,0.06%,0.00%,0.08%,0.87%,11,2,3,0,14,2,0.11%,2.27%,0.07%,0.10%,1.23%,100.00%,100.00%,2,0,22.22%,0.00%,US$147.98,US$0.00,2,0
