（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,145,3,69,0,214,3,1.88%,5.56%,2.12%,0.00%,1.95%,2.44%,190,3,84,0,274,3,1.88%,4.00%,2.02%,1.92%,1.82%,100.00%,100.00%,5,0,2.34%,0.00%,US$214.95,US$0.00,5,0
B092VTVKZ7,B09NQ42W51,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Green Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-167,74,1,19,0,93,1,0.96%,1.85%,0.58%,0.00%,0.85%,0.81%,80,1,24,0,104,1,0.79%,1.33%,0.58%,0.73%,0.61%,100.00%,100.00%,5,0,5.38%,0.00%,US$149.95,US$0.00,5,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,195,0,106,3,301,3,2.53%,0.00%,3.25%,4.35%,2.74%,2.44%,240,0,144,6,384,6,2.37%,0.00%,3.47%,2.69%,3.64%,100.00%,100.00%,5,0,1.66%,0.00%,US$299.95,US$0.00,5,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,38,0,20,0,58,0,0.49%,0.00%,0.61%,0.00%,0.53%,0.00%,51,0,26,0,77,0,0.50%,0.00%,0.63%,0.54%,0.00%,100.00%,0.00%,4,0,6.90%,0.00%,US$35.96,US$0.00,4,0
B08DXYYPHT,B07TRKBFTF,UOZZI BEDDING 3 Piece Reversible White Quilt Set Queen Size with Blue Green Leaves and Red Flowers Soft Microfiber Lightweight Floral Adult Summer Coverlet Bedspread for All Season,UQT60-Q,140,0,60,0,200,0,1.81%,0.00%,1.84%,0.00%,1.82%,0.00%,164,0,74,0,238,0,1.62%,0.00%,1.78%,1.67%,0.00%,97.90%,0.00%,4,0,2.00%,0.00%,US$159.96,US$0.00,4,0
B08DXYYPHT,B08B51JB5N,UOZZI BEDDING 2 Piece Reversible Colorful Quilt Set Twin Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-T,41,1,29,2,70,3,0.53%,1.85%,0.89%,2.90%,0.64%,2.44%,75,2,35,3,110,5,0.74%,2.67%,0.84%,0.77%,3.03%,100.00%,100.00%,5,0,7.14%,0.00%,US$189.95,US$0.00,4,0
B08DXYYPHT,B08B52HXMX,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set King Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-K,98,1,51,0,149,1,1.27%,1.85%,1.56%,0.00%,1.36%,0.81%,129,1,71,0,200,1,1.27%,1.33%,1.71%,1.40%,0.61%,100.00%,100.00%,4,0,2.68%,0.00%,US$179.96,US$0.00,4,0
B092LX5PDW,B08P4HW5GQ,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-Q,162,0,62,1,224,1,2.10%,0.00%,1.90%,1.45%,2.04%,0.81%,193,0,67,1,260,1,1.91%,0.00%,1.61%,1.82%,0.61%,100.00%,100.00%,4,0,1.79%,0.00%,US$239.96,US$0.00,4,0
B091Y38CV7,B08PNWDSSQ,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Gray",UTBS-02,119,2,23,1,142,3,1.54%,3.70%,0.71%,1.45%,1.29%,2.44%,148,2,24,1,172,3,1.46%,2.67%,0.58%,1.20%,1.82%,99.42%,100.00%,4,0,2.82%,0.00%,US$107.96,US$0.00,4,0
B08XXHWMH7,B0914ZJQ8D,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch King Size 102x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-K,63,0,45,2,108,2,0.82%,0.00%,1.38%,2.90%,0.98%,1.63%,89,0,55,2,144,2,0.88%,0.00%,1.32%,1.01%,1.21%,99.31%,100.00%,4,0,3.70%,0.00%,US$179.96,US$0.00,4,0
B092VTVKZ7,B092T8T2GF,"4 Pieces White Girls Toddler Bedding Set Orange Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-123,245,2,49,0,294,2,3.17%,3.70%,1.50%,0.00%,2.68%,1.63%,323,2,61,0,384,2,3.19%,2.67%,1.47%,2.69%,1.21%,100.00%,100.00%,4,0,1.36%,0.00%,US$119.96,US$0.00,4,0
B0BRN8J9X9,B099MJ38BC,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Gray,UCBS-01,247,2,69,3,316,5,3.20%,3.70%,2.12%,4.35%,2.88%,4.07%,302,6,76,4,378,10,2.98%,8.00%,1.83%,2.65%,6.06%,100.00%,100.00%,4,0,1.27%,0.00%,US$89.97,US$0.00,4,0
B09QBX987B,B09QBQZJB7,Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size White with Watercolor Navy Blue Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG180-Q,29,0,19,0,48,0,0.38%,0.00%,0.58%,0.00%,0.44%,0.00%,36,0,23,0,59,0,0.36%,0.00%,0.55%,0.41%,0.00%,98.31%,0.00%,4,0,8.33%,0.00%,US$223.96,US$0.00,4,0
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,37,0,45,0,82,0,0.48%,0.00%,1.38%,0.00%,0.75%,0.00%,50,0,49,0,99,0,0.49%,0.00%,1.18%,0.69%,0.00%,100.00%,0.00%,3,0,3.66%,0.00%,US$74.97,US$0.00,3,0
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,48,0,27,0,75,0,0.62%,0.00%,0.83%,0.00%,0.68%,0.00%,67,0,36,0,103,0,0.66%,0.00%,0.87%,0.72%,0.00%,100.00%,0.00%,4,0,5.33%,0.00%,US$99.96,US$0.00,3,0
B08DXYYPHT,B07T61X8LY,UOZZI BEDDING 3 Piece King Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-K,59,1,40,1,99,2,0.76%,1.85%,1.23%,1.45%,0.90%,1.63%,87,1,53,1,140,2,0.86%,1.33%,1.28%,0.98%,1.21%,100.00%,100.00%,3,0,3.03%,0.00%,US$137.97,US$0.00,3,0
B08K767M5V,B08CVT27TW,"6 Pieces Comforter Sheet Set Twin Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 1 Pillowcases)",UZBIG38-T,75,0,30,0,105,0,0.97%,0.00%,0.92%,0.00%,0.96%,0.00%,100,0,36,0,136,0,0.99%,0.00%,0.87%,0.95%,0.00%,99.26%,0.00%,4,0,3.81%,0.00%,US$199.96,US$0.00,3,0
B08HV2DGDW,B08HLWWQML,"UOZZI BEDDING Faux Fur Shaggy Comforter Set Twin 3 Pieces - 1 Cream White Comforter Set with Sherpa and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Super Soft and Warm Beige Duvet Set",CMRCBZ04-T,13,0,7,0,20,0,0.17%,0.00%,0.21%,0.00%,0.18%,0.00%,17,0,13,0,30,0,0.17%,0.00%,0.31%,0.21%,0.00%,100.00%,0.00%,3,0,15.00%,0.00%,US$197.97,US$0.00,3,0
B092LX5PDW,B08P4J11KL,Gray Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG02-T,39,0,24,1,63,1,0.51%,0.00%,0.74%,1.45%,0.57%,0.81%,60,0,26,1,86,1,0.59%,0.00%,0.63%,0.60%,0.61%,100.00%,100.00%,3,1,4.76%,100.00%,US$167.97,US$55.99,3,1
B08XXHWMH7,B08XXFK66P,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray White Branch with Yellow Dots Queen Full Size 88x88 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 2 Shams),UQT118-Q,55,0,33,0,88,0,0.71%,0.00%,1.01%,0.00%,0.80%,0.00%,76,0,57,0,133,0,0.75%,0.00%,1.37%,0.93%,0.00%,99.25%,0.00%,3,0,3.41%,0.00%,US$119.97,US$0.00,3,0
B091Y38CV7,B091Y3D9GN,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Purple & Gray",UTBSC-11,29,0,3,0,32,0,0.38%,0.00%,0.09%,0.00%,0.29%,0.00%,45,0,3,0,48,0,0.44%,0.00%,0.07%,0.34%,0.00%,100.00%,0.00%,3,0,9.38%,0.00%,US$83.97,US$0.00,3,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,61,0,12,1,73,1,0.79%,0.00%,0.37%,1.45%,0.66%,0.81%,73,0,14,1,87,1,0.72%,0.00%,0.34%,0.61%,0.61%,100.00%,100.00%,3,0,4.11%,0.00%,US$83.97,US$0.00,3,0
B09D2ZMVB6,B0974DMP59,"Twin Pink Comforter Set Bed in a Bag with Gray Sheet Set Reversible Soft - 1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 1 Pillowcases - 6 Pieces Bedding Set",UZCBIG02-T,20,0,14,0,34,0,0.26%,0.00%,0.43%,0.00%,0.31%,0.00%,32,0,14,0,46,0,0.32%,0.00%,0.34%,0.32%,0.00%,100.00%,0.00%,4,0,11.76%,0.00%,US$183.96,US$0.00,3,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,102,1,47,1,149,2,1.32%,1.85%,1.44%,1.45%,1.36%,1.63%,131,1,56,2,187,3,1.29%,1.33%,1.35%,1.31%,1.82%,99.47%,100.00%,3,0,2.01%,0.00%,US$89.97,US$0.00,3,0
B092LX5PDW,B09KXH87XM,UOZZI BEDDING Cream White Bed in a Bag Queen 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-Q,290,2,108,3,398,5,3.76%,3.70%,3.31%,4.35%,3.62%,4.07%,369,2,135,3,504,5,3.65%,2.67%,3.25%,3.53%,3.03%,99.80%,100.00%,3,0,0.75%,0.00%,US$197.97,US$0.00,3,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,121,0,17,0,138,0,1.57%,0.00%,0.52%,0.00%,1.26%,0.00%,141,0,24,0,165,0,1.39%,0.00%,0.58%,1.16%,0.00%,100.00%,0.00%,3,0,2.17%,0.00%,US$89.97,US$0.00,3,0
B01JL0GK9E,B01H1O83TM,"UOZZI BEDDING 4 Corners Post Turquoise Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA03-T,12,0,19,0,31,0,0.16%,0.00%,0.58%,0.00%,0.28%,0.00%,15,0,23,0,38,0,0.15%,0.00%,0.55%,0.27%,0.00%,100.00%,0.00%,2,0,6.45%,0.00%,US$39.98,US$0.00,2,0
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,98,1,49,0,147,1,1.27%,1.85%,1.50%,0.00%,1.34%,0.81%,121,1,62,0,183,1,1.20%,1.33%,1.49%,1.28%,0.61%,100.00%,100.00%,2,0,1.36%,0.00%,US$51.98,US$0.00,2,0
B08D6LSCQ7,B07JGWLZM2,"3 Piece Duvet Cover Set King (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots - 800 TC with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles for Adult",BTN38-K,38,0,14,0,52,0,0.49%,0.00%,0.43%,0.00%,0.47%,0.00%,47,0,16,0,63,0,0.46%,0.00%,0.39%,0.44%,0.00%,100.00%,0.00%,2,0,3.85%,0.00%,US$59.98,US$0.00,2,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,75,2,22,0,97,2,0.97%,3.70%,0.67%,0.00%,0.88%,1.63%,130,3,27,0,157,3,1.28%,4.00%,0.65%,1.10%,1.82%,100.00%,100.00%,2,0,2.06%,0.00%,US$59.98,US$0.00,2,0
B08D3DNTBX,B07TVH8FR1,UOZZI BEDDING Colorful Dots Comforter Set King Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Adult Duvet Sets 1 Microfiber Comforter with 2 Pillow Shams for Winter,UZBZ38-K,39,2,14,1,53,3,0.51%,3.70%,0.43%,1.45%,0.48%,2.44%,50,2,18,1,68,3,0.49%,2.67%,0.43%,0.48%,1.82%,100.00%,100.00%,2,0,3.77%,0.00%,US$93.98,US$0.00,2,0
B092LX5PDW,B08XVR2FF1,Burgundy Red Comforter Sheet Set 7 Pieces Christmas Bed in a Bag Queen Size All Season Tree Branch Soft Microfiber Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG01-QN,122,0,63,1,185,1,1.58%,0.00%,1.93%,1.45%,1.68%,0.81%,144,0,69,1,213,1,1.42%,0.00%,1.66%,1.49%,0.61%,99.53%,100.00%,2,0,1.08%,0.00%,US$119.98,US$0.00,2,0
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,171,0,114,2,285,2,2.21%,0.00%,3.49%,2.90%,2.59%,1.63%,258,0,147,4,405,4,2.55%,0.00%,3.54%,2.84%,2.42%,99.51%,100.00%,2,0,0.70%,0.00%,US$79.98,US$0.00,2,0
B08LY9MZ1Y,B091BSJFDV,"UOZZI BEDDING Kids Girls Bed in a Bag 7 Pieces Queen Size Unicorn Pink Comforter Set - (1 Soft Microfiber, Reversible Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG122-Q,25,1,11,0,36,1,0.32%,1.85%,0.34%,0.00%,0.33%,0.81%,42,2,16,0,58,2,0.41%,2.67%,0.39%,0.41%,1.21%,100.00%,100.00%,2,0,5.56%,0.00%,US$119.98,US$0.00,2,0
B091Y38CV7,B091YBKHZG,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Pink & Gray",UTBSC-10,62,0,11,0,73,0,0.80%,0.00%,0.34%,0.00%,0.66%,0.00%,78,0,13,0,91,0,0.77%,0.00%,0.31%,0.64%,0.00%,100.00%,0.00%,2,0,2.74%,0.00%,US$55.98,US$0.00,2,0
B091Y38CV7,B091YGD1BD,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Blue & Gray",UTBSC-06,19,0,7,0,26,0,0.25%,0.00%,0.21%,0.00%,0.24%,0.00%,23,0,9,0,32,0,0.23%,0.00%,0.22%,0.22%,0.00%,100.00%,0.00%,2,0,7.69%,0.00%,US$55.98,US$0.00,2,0
B09D2ZMVB6,B0974F3MYL,"King Pink Comforter Set Bed in a Bag with Gray Sheet Set Reversible Soft - 1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases - 7 Pieces Bedding Set",UZCBIG02-K,14,0,6,1,20,1,0.18%,0.00%,0.18%,1.45%,0.18%,0.81%,17,0,15,1,32,1,0.17%,0.00%,0.36%,0.22%,0.61%,100.00%,100.00%,2,0,10.00%,0.00%,US$131.98,US$0.00,2,0
B092LX5PDW,B09HGP94SQ,Burgundy Red Comforter Sheet Set 7 Pieces Bed in a Bag King Size Tree Branch Soft Christmas Holiday Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases)…,UZBIG01-NK,65,0,37,0,102,0,0.84%,0.00%,1.13%,0.00%,0.93%,0.00%,71,0,48,0,119,0,0.70%,0.00%,1.16%,0.83%,0.00%,99.16%,0.00%,2,0,1.96%,0.00%,US$151.98,US$0.00,2,0
B09QBX987B,B09QC5PYX9,Floral Comforter Sheet Set 6 Pieces Bed in a Bag Twin Size White with Watercolor Navy Blue Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG180-T,13,0,11,0,24,0,0.17%,0.00%,0.34%,0.00%,0.22%,0.00%,20,0,27,0,47,0,0.20%,0.00%,0.65%,0.33%,0.00%,100.00%,0.00%,2,0,8.33%,0.00%,US$91.98,US$0.00,2,0
B09QBX987B,B09QC6QRWC,White Floral Comforter Sheet Set 6 Pieces Bed in a Bag Twin Watercolor Green Blue Leaves with Yellow Flowers Bedding Set(1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG181-T,19,0,7,1,26,1,0.25%,0.00%,0.21%,1.45%,0.24%,0.81%,30,0,9,1,39,1,0.30%,0.00%,0.22%,0.27%,0.61%,100.00%,100.00%,2,1,7.69%,100.00%,US$91.98,US$45.99,2,1
B092LX5PDW,B0B7J74T6N,Green Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-K,114,0,51,1,165,1,1.48%,0.00%,1.56%,1.45%,1.50%,0.81%,163,0,60,1,223,1,1.61%,0.00%,1.44%,1.56%,0.61%,100.00%,100.00%,2,0,1.21%,0.00%,US$139.98,US$0.00,2,0
B0BDQRJZXD,B0BDQFYGXH,UOZZI BEDDING Cotton Striped Comforter Sheet Set Queen Size 7 Pieces Bed in a Bag with Navy White Blue-Gray Stripes Soft Bed Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UCMBZBIG26-Q,11,0,5,0,16,0,0.14%,0.00%,0.15%,0.00%,0.15%,0.00%,11,0,11,0,22,0,0.11%,0.00%,0.26%,0.15%,0.00%,100.00%,0.00%,2,0,12.50%,0.00%,US$179.98,US$0.00,2,0
B0BNMKB79G,B0BNMCPB42,UOZZI BEDDING Botanical Quilt Set Queen Size 88x88 3 PC Reversible Soft Microfiber Lightweight Green Coverlet with Blue Red Flowers Bedspread Summer Bed Cover for All Season (1 Quilt+ 2 Shams),UQT209-Q,66,0,40,2,106,2,0.85%,0.00%,1.23%,2.90%,0.97%,1.63%,83,0,53,2,136,2,0.82%,0.00%,1.28%,0.95%,1.21%,100.00%,100.00%,2,0,1.89%,0.00%,US$79.98,US$0.00,2,0
