（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,151,2,80,1,231,3,1.84%,2.33%,2.19%,2.44%,1.94%,2.36%,189,4,99,1,288,5,1.77%,3.85%,2.12%,1.87%,3.11%,100.00%,100.00%,6,0,2.60%,0.00%,US$257.94,US$0.00,6,0
B08DXYYPHT,B07TRKC348,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces Queen Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-Q,164,0,54,1,218,1,1.99%,0.00%,1.48%,2.44%,1.83%,0.79%,205,0,64,1,269,1,1.92%,0.00%,1.37%,1.75%,0.62%,100.00%,100.00%,6,0,2.75%,0.00%,US$257.94,US$0.00,6,0
B08DXYYPHT,B08B52HXMX,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set King Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-K,203,3,87,0,290,3,2.47%,3.49%,2.38%,0.00%,2.44%,2.36%,292,4,120,0,412,4,2.73%,3.85%,2.57%,2.68%,2.48%,100.00%,100.00%,6,0,2.07%,0.00%,US$232.14,US$0.00,6,0
B0BRN8J9X9,B099MXYR8T,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design White,UCBS-02,139,5,52,1,191,6,1.69%,5.81%,1.42%,2.44%,1.61%,4.72%,190,5,64,2,254,7,1.78%,4.81%,1.37%,1.65%,4.35%,98.03%,100.00%,5,1,2.62%,16.67%,US$149.95,US$29.99,5,1
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,166,3,108,0,274,3,2.02%,3.49%,2.95%,0.00%,2.31%,2.36%,204,3,130,0,334,3,1.91%,2.88%,2.78%,2.17%,1.86%,100.00%,100.00%,5,0,1.82%,0.00%,US$299.95,US$0.00,5,0
B0BGHLGXLZ,B0BGHH929R,Stripes Bed in a Bag Queen Size 7 Pieces Black Gray Yellow Comforter Sheet Set with Circles All Season Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG201-Q,77,1,25,1,102,2,0.94%,1.16%,0.68%,2.44%,0.86%,1.57%,108,1,38,1,146,2,1.01%,0.96%,0.81%,0.95%,1.24%,100.00%,100.00%,5,0,4.90%,0.00%,US$299.95,US$0.00,5,0
B08DXYYPHT,B07QYV47W2,UOZZI BEDDING 2 Piece Reversible Kids Quilt Set Twin Size 68x86 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season Colorful Dots (1 Quilt + 1 Shams),UQT38-T,66,0,33,0,99,0,0.80%,0.00%,0.90%,0.00%,0.83%,0.00%,84,0,42,0,126,0,0.78%,0.00%,0.90%,0.82%,0.00%,100.00%,0.00%,6,0,6.06%,0.00%,US$212.74,US$0.00,4,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,118,1,39,1,157,2,1.44%,1.16%,1.07%,2.44%,1.32%,1.57%,158,1,53,3,211,4,1.48%,0.96%,1.13%,1.37%,2.48%,100.00%,100.00%,4,0,2.55%,0.00%,US$263.96,US$0.00,4,0
B08LY9MZ1Y,B091BSJFDV,"UOZZI BEDDING Kids Girls Bed in a Bag 7 Pieces Queen Size Unicorn Pink Comforter Set - (1 Soft Microfiber, Reversible Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG122-Q,40,0,21,1,61,1,0.49%,0.00%,0.57%,2.44%,0.51%,0.79%,77,0,30,1,107,1,0.72%,0.00%,0.64%,0.70%,0.62%,100.00%,100.00%,4,0,6.56%,0.00%,US$239.96,US$0.00,4,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,78,0,27,0,105,0,0.95%,0.00%,0.74%,0.00%,0.88%,0.00%,110,0,33,0,143,0,1.03%,0.00%,0.71%,0.93%,0.00%,99.30%,0.00%,5,0,4.76%,0.00%,US$149.95,US$0.00,4,0
B09QBX987B,B09QCJ8YQ8,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Watercolor Green Blue Leaves with Yellow Flowers Bedding Set(1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG181-Q,74,0,41,0,115,0,0.90%,0.00%,1.12%,0.00%,0.97%,0.00%,99,0,57,0,156,0,0.92%,0.00%,1.22%,1.01%,0.00%,100.00%,0.00%,4,0,3.48%,0.00%,US$167.96,US$0.00,4,0
B0BQV6HMN2,B07L2V3Y25,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Twin Size 68x86+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WTSIXU-XX,18,0,14,0,32,0,0.22%,0.00%,0.38%,0.00%,0.27%,0.00%,24,0,24,0,48,0,0.22%,0.00%,0.51%,0.31%,0.00%,100.00%,0.00%,3,0,9.38%,0.00%,US$74.97,US$0.00,3,0
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,23,1,12,0,35,1,0.28%,1.16%,0.33%,0.00%,0.29%,0.79%,37,1,21,0,58,1,0.35%,0.96%,0.45%,0.38%,0.62%,100.00%,100.00%,3,0,8.57%,0.00%,US$80.97,US$0.00,3,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,67,0,19,1,86,1,0.81%,0.00%,0.52%,2.44%,0.72%,0.79%,97,0,22,1,119,1,0.91%,0.00%,0.47%,0.77%,0.62%,100.00%,100.00%,3,0,3.49%,0.00%,US$89.97,US$0.00,3,0
B08DXYYPHT,B07TT1S7MD,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces King Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-K,80,0,34,0,114,0,0.97%,0.00%,0.93%,0.00%,0.96%,0.00%,94,0,34,0,128,0,0.88%,0.00%,0.73%,0.83%,0.00%,100.00%,0.00%,3,0,2.63%,0.00%,US$149.97,US$0.00,3,0
B08T6WTS5M,B088KD7B58,UOZZI BEDDING 4 Piece Gray Dinosaurs Toddler Bedding Set with Colorful Dinos Boys Bed Comforter Sheet Set,UTBS-102N,140,1,32,0,172,1,1.70%,1.16%,0.87%,0.00%,1.45%,0.79%,176,2,47,0,223,2,1.64%,1.92%,1.01%,1.45%,1.24%,100.00%,100.00%,3,0,1.74%,0.00%,US$104.97,US$0.00,3,0
B08K767M5V,B08CVS5KZJ,"7 Pieces Comforter Sheet Set Queen Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-Q,151,1,58,1,209,2,1.84%,1.16%,1.58%,2.44%,1.76%,1.57%,189,1,77,1,266,2,1.77%,0.96%,1.65%,1.73%,1.24%,99.62%,100.00%,3,0,1.44%,0.00%,US$179.94,US$0.00,3,0
B091Y38CV7,B08PNWDSSQ,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Gray",UTBS-02,101,1,23,0,124,1,1.23%,1.16%,0.63%,0.00%,1.04%,0.79%,125,1,29,0,154,1,1.17%,0.96%,0.62%,1.00%,0.62%,100.00%,100.00%,3,0,2.42%,0.00%,US$80.97,US$0.00,3,0
B08T6WTS5M,B08T6W8P9G,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Dinosaur White Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS-105,95,0,27,0,122,0,1.16%,0.00%,0.74%,0.00%,1.03%,0.00%,122,0,36,0,158,0,1.14%,0.00%,0.77%,1.03%,0.00%,100.00%,0.00%,3,1,2.46%,0.00%,US$104.97,US$34.99,3,1
B08T6WTS5M,B08T6XP7ML,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Lion White Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS-107,63,0,23,1,86,1,0.77%,0.00%,0.63%,2.44%,0.72%,0.79%,68,0,28,1,96,1,0.64%,0.00%,0.60%,0.62%,0.62%,100.00%,100.00%,3,0,3.49%,0.00%,US$104.97,US$0.00,3,0
B092LX5PDW,B08XVR2FF1,Burgundy Red Comforter Sheet Set 7 Pieces Christmas Bed in a Bag Queen Size All Season Tree Branch Soft Microfiber Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG01-QN,137,1,87,0,224,1,1.67%,1.16%,2.38%,0.00%,1.89%,0.79%,157,1,90,0,247,1,1.47%,0.96%,1.93%,1.61%,0.62%,100.00%,100.00%,3,1,1.34%,100.00%,US$179.97,US$59.99,3,1
B08XXHWMH7,B08XXJCZMQ,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray White Branch with Yellow Dots King Size 102x88 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 2 Shams),UQT118-K,42,0,27,0,69,0,0.51%,0.00%,0.74%,0.00%,0.58%,0.00%,48,0,30,0,78,0,0.45%,0.00%,0.64%,0.51%,0.00%,100.00%,0.00%,3,0,4.35%,0.00%,US$137.97,US$0.00,3,0
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,86,0,73,1,159,1,1.05%,0.00%,1.99%,2.44%,1.34%,0.79%,120,0,99,2,219,2,1.12%,0.00%,2.12%,1.42%,1.24%,100.00%,100.00%,3,0,1.89%,0.00%,US$119.97,US$0.00,3,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,48,2,10,0,58,2,0.58%,2.33%,0.27%,0.00%,0.49%,1.57%,64,2,13,0,77,2,0.60%,1.92%,0.28%,0.50%,1.24%,100.00%,100.00%,3,0,5.17%,0.00%,US$83.97,US$0.00,3,0
B091XXZ9CL,B091Y6NLRP,"Navy Blue Bed in a Bag 7 Pieces Queen Size All Season Navy White line - Soft Microfiber Reversible Bed Comforter Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG112-Q,28,0,12,0,40,0,0.34%,0.00%,0.33%,0.00%,0.34%,0.00%,35,0,18,0,53,0,0.33%,0.00%,0.39%,0.34%,0.00%,100.00%,0.00%,3,0,7.50%,0.00%,US$179.97,US$0.00,3,0
B091Y38CV7,B091YGD1BD,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Blue & Gray",UTBSC-06,22,1,12,0,34,1,0.27%,1.16%,0.33%,0.00%,0.29%,0.79%,27,1,14,0,41,1,0.25%,0.96%,0.30%,0.27%,0.62%,100.00%,100.00%,3,0,8.82%,0.00%,US$83.97,US$0.00,3,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,121,3,33,1,154,4,1.47%,3.49%,0.90%,2.44%,1.30%,3.15%,137,3,40,1,177,4,1.28%,2.88%,0.86%,1.15%,2.48%,98.31%,100.00%,3,0,1.95%,0.00%,US$89.97,US$0.00,3,0
B092VTVKZ7,B09NQ42W51,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Green Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-167,31,0,9,0,40,0,0.38%,0.00%,0.25%,0.00%,0.34%,0.00%,36,0,16,0,52,0,0.34%,0.00%,0.34%,0.34%,0.00%,100.00%,0.00%,3,0,7.50%,0.00%,US$59.98,US$0.00,3,0
B01JL0GK9E,B01H1O894G,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-T,72,1,75,0,147,1,0.88%,1.16%,2.05%,0.00%,1.24%,0.79%,102,3,101,0,203,3,0.95%,2.88%,2.16%,1.32%,1.86%,100.00%,100.00%,2,0,1.36%,0.00%,US$49.98,US$0.00,2,0
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,42,1,27,0,69,1,0.51%,1.16%,0.74%,0.00%,0.58%,0.79%,65,1,34,0,99,1,0.61%,0.96%,0.73%,0.64%,0.62%,100.00%,100.00%,2,0,2.90%,0.00%,US$49.98,US$0.00,2,0
B08D6LSCQ7,B07JGWLZM2,"3 Piece Duvet Cover Set King (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots - 800 TC with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles for Adult",BTN38-K,40,0,20,1,60,1,0.49%,0.00%,0.55%,2.44%,0.50%,0.79%,55,0,29,1,84,1,0.51%,0.00%,0.62%,0.55%,0.62%,100.00%,100.00%,2,0,3.33%,0.00%,US$59.98,US$0.00,2,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,32,0,11,0,43,0,0.39%,0.00%,0.30%,0.00%,0.36%,0.00%,43,0,12,0,55,0,0.40%,0.00%,0.26%,0.36%,0.00%,100.00%,0.00%,2,0,4.65%,0.00%,US$17.98,US$0.00,2,0
B08DXYYPHT,B07S7YXXLH,UOZZI BEDDING 3 Piece Reversible Queen Quilt Set Blue Gray Soft Microfiber with White Triangles Lightweight Men Adults 92x90 in Coverlet Bedspread for All Season,UQT07-Q,84,0,37,0,121,0,1.02%,0.00%,1.01%,0.00%,1.02%,0.00%,97,0,39,0,136,0,0.91%,0.00%,0.84%,0.88%,0.00%,100.00%,0.00%,2,0,1.65%,0.00%,US$79.98,US$0.00,2,0
B08DXYYPHT,B07T62MXMM,UOZZI BEDDING 3 Piece Reversible Dark Gray Queen Size Quilt Set with Triangle Pattern Soft Microfiber Lightweight Adult Summer Coverlet Bedspread Bed Blanket for All Season,UQT20-Q,95,1,52,0,147,1,1.16%,1.16%,1.42%,0.00%,1.24%,0.79%,96,1,53,0,149,1,0.90%,0.96%,1.13%,0.97%,0.62%,99.33%,100.00%,2,0,1.36%,0.00%,US$79.98,US$0.00,2,0
B09QC6HXD3,B07V5VMGXY,"Boys Space Planet Toddler Bedding Set Gray-Green Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Boys Bed",UTBS70,19,0,7,0,26,0,0.23%,0.00%,0.19%,0.00%,0.22%,0.00%,30,0,11,0,41,0,0.28%,0.00%,0.24%,0.27%,0.00%,100.00%,0.00%,2,0,7.69%,0.00%,US$59.98,US$0.00,2,0
B07NW55BDC,B07X2H864S,"UOZZI BEDDING All-Season Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester (Navy, 27""x39"")",TZK29-70,12,0,5,2,17,2,0.15%,0.00%,0.14%,4.88%,0.14%,1.57%,15,0,6,2,21,2,0.14%,0.00%,0.13%,0.14%,1.24%,100.00%,100.00%,3,0,17.65%,0.00%,US$29.97,US$0.00,2,0
B099DTMYL7,B08DNC5YVT,Shaggy Comforter Set Queen Size 3 Pieces Winter Faux Fur Comforter Set with 2 Pillowcases Ultra Soft and Easy Care Luxury Plush Warm Super Fleece Sherpa Bedding Set White with Dark Gray,CMRPBZ01-Q,31,1,18,0,49,1,0.38%,1.16%,0.49%,0.00%,0.41%,0.79%,40,1,19,0,59,1,0.37%,0.96%,0.41%,0.38%,0.62%,100.00%,100.00%,2,0,4.08%,0.00%,US$159.98,US$0.00,2,0
B092LX5PDW,B08P4GY3LZ,White Floral Comforter Sheet Set 6 Pieces Bed in a Bag Twin Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG60-T,17,0,15,1,32,1,0.21%,0.00%,0.41%,2.44%,0.27%,0.79%,23,0,19,1,42,1,0.21%,0.00%,0.41%,0.27%,0.62%,100.00%,100.00%,2,0,6.25%,0.00%,US$107.98,US$0.00,2,0
B092LX5PDW,B08P4HW5GQ,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-Q,164,1,75,0,239,1,1.99%,1.16%,2.05%,0.00%,2.01%,0.79%,183,1,77,0,260,1,1.71%,0.96%,1.65%,1.69%,0.62%,100.00%,100.00%,2,0,0.84%,0.00%,US$119.98,US$0.00,2,0
B08XXHWMH7,B08XXFK66P,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray White Branch with Yellow Dots Queen Full Size 88x88 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 2 Shams),UQT118-Q,37,0,37,0,74,0,0.45%,0.00%,1.01%,0.00%,0.62%,0.00%,53,0,45,0,98,0,0.50%,0.00%,0.96%,0.64%,0.00%,100.00%,0.00%,2,0,2.70%,0.00%,US$79.98,US$0.00,2,0
B091Y38CV7,B091Y6MZ8J,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Royal Blue & Gray",UTBSC-04,70,2,20,0,90,2,0.85%,2.33%,0.55%,0.00%,0.76%,1.57%,99,2,28,0,127,2,0.92%,1.92%,0.60%,0.83%,1.24%,100.00%,100.00%,2,0,2.22%,0.00%,US$55.98,US$0.00,2,0
B091Y38CV7,B091YBKHZG,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Pink & Gray",UTBSC-10,37,1,16,0,53,1,0.45%,1.16%,0.44%,0.00%,0.45%,0.79%,51,1,17,0,68,1,0.48%,0.96%,0.36%,0.44%,0.62%,100.00%,100.00%,2,0,3.77%,0.00%,US$55.98,US$0.00,2,0
B091XXZ9CL,B091YH9M96,Bed in a Bag 7 Pieces Queen Size All Season White Checkered Fork - Soft Microfiber Reversible Bed Comforter Sheet Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG117-Q,11,0,10,0,21,0,0.13%,0.00%,0.27%,0.00%,0.18%,0.00%,13,0,11,0,24,0,0.12%,0.00%,0.24%,0.16%,0.00%,100.00%,0.00%,2,0,9.52%,0.00%,US$111.98,US$0.00,2,0
