（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,92,0,40,0,132,0,0.79%,0.00%,0.98%,0.00%,0.84%,0.00%,147,0,56,0,203,0,0.97%,0.00%,1.10%,1.00%,0.00%,100.00%,0.00%,6,0,4.55%,0.00%,US$167.94,US$0.00,6,0
B0BQV33615,B07L2V3Y25,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Twin Size 68x86+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WTSIXU-XX,23,1,5,0,28,1,0.20%,0.92%,0.12%,0.00%,0.18%,0.57%,28,1,5,0,33,1,0.18%,0.69%,0.10%,0.16%,0.44%,100.00%,100.00%,6,0,21.43%,0.00%,US$149.94,US$0.00,5,0
B08DXYYPHT,B08B52HXMX,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set King Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-K,110,2,43,0,153,2,0.95%,1.83%,1.05%,0.00%,0.98%,1.14%,136,3,57,0,193,3,0.90%,2.07%,1.11%,0.95%,1.32%,100.00%,100.00%,5,0,3.27%,0.00%,US$224.95,US$0.00,5,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,137,3,44,0,181,3,1.18%,2.75%,1.08%,0.00%,1.15%,1.71%,158,3,50,0,208,3,1.04%,2.07%,0.98%,1.02%,1.32%,100.00%,100.00%,5,0,2.76%,0.00%,US$149.95,US$0.00,5,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,270,1,116,1,386,2,2.33%,0.92%,2.83%,1.52%,2.46%,1.14%,320,1,136,1,456,2,2.11%,0.69%,2.66%,2.25%,0.88%,100.00%,100.00%,5,0,1.30%,0.00%,US$299.95,US$0.00,5,0
B08DXYYPHT,B07QYRV5FZ,UOZZI BEDDING 3 Piece Reversible Quilt Set King Size 102x90 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover Blanket for All Season Colorful Dots (1 Quilt+ 2 Shams),UQT38-K,137,1,49,0,186,1,1.18%,0.92%,1.20%,0.00%,1.19%,0.57%,173,2,61,0,234,2,1.14%,1.38%,1.19%,1.15%,0.88%,99.57%,100.00%,4,0,2.15%,0.00%,US$171.96,US$0.00,4,0
B092LX5PDW,B08P4GHXR5,Navy Blue Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch White Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG85-Q,162,2,75,1,237,3,1.40%,1.83%,1.83%,1.52%,1.51%,1.71%,183,2,84,1,267,3,1.20%,1.38%,1.64%,1.32%,1.32%,99.63%,100.00%,4,0,1.69%,0.00%,US$239.96,US$0.00,4,0
B091Y38CV7,B08PNWDSSQ,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Gray",UTBS-02,74,2,14,1,88,3,0.64%,1.83%,0.34%,1.52%,0.56%,1.71%,99,3,14,1,113,4,0.65%,2.07%,0.27%,0.56%,1.75%,100.00%,100.00%,4,0,4.55%,0.00%,US$80.97,US$0.00,4,0
B08LY9MZ1Y,B091BSJFDV,"UOZZI BEDDING Kids Girls Bed in a Bag 7 Pieces Queen Size Unicorn Pink Comforter Set - (1 Soft Microfiber, Reversible Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG122-Q,84,1,29,2,113,3,0.72%,0.92%,0.71%,3.03%,0.72%,1.71%,133,1,38,3,171,4,0.88%,0.69%,0.74%,0.84%,1.75%,100.00%,100.00%,4,0,3.54%,0.00%,US$239.96,US$0.00,4,0
B091Y38CV7,B091Y6MZ8J,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Royal Blue & Gray",UTBSC-04,81,1,20,1,101,2,0.70%,0.92%,0.49%,1.52%,0.64%,1.14%,110,2,23,1,133,3,0.72%,1.38%,0.45%,0.66%,1.32%,100.00%,100.00%,4,0,3.96%,0.00%,US$89.97,US$0.00,4,0
B09D2ZMVB6,B0974DMP59,"Twin Pink Comforter Set Bed in a Bag with Gray Sheet Set Reversible Soft - 1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 1 Pillowcases - 6 Pieces Bedding Set",UZCBIG02-T,46,1,14,0,60,1,0.40%,0.92%,0.34%,0.00%,0.38%,0.57%,69,2,15,0,84,2,0.45%,1.38%,0.29%,0.41%,0.88%,100.00%,100.00%,4,0,6.67%,0.00%,US$183.96,US$0.00,4,0
B092LX5PDW,B09KXHQ7R3,UOZZI BEDDING Cream White Bed in a Bag Twin 6 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG165-T,35,0,19,0,54,0,0.30%,0.00%,0.46%,0.00%,0.34%,0.00%,52,0,21,0,73,0,0.34%,0.00%,0.41%,0.36%,0.00%,100.00%,0.00%,5,0,9.26%,0.00%,US$279.95,US$0.00,4,0
B0BQV33615,B01H1H41R2,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Queen Size 90x90+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WT07-T,24,1,21,0,45,1,0.21%,0.92%,0.51%,0.00%,0.29%,0.57%,34,3,24,0,58,3,0.22%,2.07%,0.47%,0.29%,1.32%,98.28%,100.00%,3,0,6.67%,0.00%,US$83.97,US$0.00,3,0
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,40,0,28,0,68,0,0.35%,0.00%,0.68%,0.00%,0.43%,0.00%,64,0,30,0,94,0,0.42%,0.00%,0.59%,0.46%,0.00%,100.00%,0.00%,3,0,4.41%,0.00%,US$74.97,US$0.00,3,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,40,1,19,0,59,1,0.35%,0.92%,0.46%,0.00%,0.38%,0.57%,48,1,23,0,71,1,0.32%,0.69%,0.45%,0.35%,0.44%,100.00%,100.00%,3,0,5.08%,0.00%,US$26.97,US$0.00,3,0
B07NW55BDC,B07NW5H492,"UOZZI BEDDING All-Season Teal (Light Blue) Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK24-70,66,2,22,0,88,2,0.57%,1.83%,0.54%,0.00%,0.56%,1.14%,94,2,29,0,123,2,0.62%,1.38%,0.57%,0.61%,0.88%,100.00%,100.00%,3,0,3.41%,0.00%,US$26.97,US$0.00,3,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,42,1,16,0,58,1,0.36%,0.92%,0.39%,0.00%,0.37%,0.57%,62,1,22,0,84,1,0.41%,0.69%,0.43%,0.41%,0.44%,100.00%,100.00%,3,0,5.17%,0.00%,US$98.97,US$0.00,3,0
B07SQPMYT8,B07STTQYKR,"UOZZI BEDDING Unicorn 4 Piece Toddler Bedding Set with Rainbow Stars Blue-Gray - Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Girls Boys Bed",UTBS-Blue,17,0,10,0,27,0,0.15%,0.00%,0.24%,0.00%,0.17%,0.00%,25,0,14,0,39,0,0.16%,0.00%,0.27%,0.19%,0.00%,100.00%,0.00%,3,0,11.11%,0.00%,US$104.97,US$0.00,3,0
B08D3DNTBX,B07TWL1ZZY,UOZZI BEDDING Comforter Set Queen Size 3 Pieces Colorful Style Yellow Green Cubes Triangles Print Reversible Down Alternative 800 TC Kids Adult Duvet Sets,UZBZ09-Q,49,1,23,0,72,1,0.42%,0.92%,0.56%,0.00%,0.46%,0.57%,52,1,24,0,76,1,0.34%,0.69%,0.47%,0.37%,0.44%,100.00%,100.00%,3,0,4.17%,0.00%,US$119.97,US$0.00,3,0
B08DXYYPHT,B08B51GQGQ,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set Queen Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-Q,128,0,48,0,176,0,1.10%,0.00%,1.17%,0.00%,1.12%,0.00%,166,0,61,0,227,0,1.09%,0.00%,1.19%,1.12%,0.00%,99.56%,0.00%,3,0,1.70%,0.00%,US$128.97,US$0.00,3,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,130,3,46,1,176,4,1.12%,2.75%,1.12%,1.52%,1.12%,2.29%,156,3,57,1,213,4,1.03%,2.07%,1.11%,1.05%,1.75%,100.00%,100.00%,3,0,1.70%,0.00%,US$197.97,US$0.00,3,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,48,2,8,1,56,3,0.41%,1.83%,0.20%,1.52%,0.36%,1.71%,63,4,10,1,73,5,0.41%,2.76%,0.20%,0.36%,2.19%,100.00%,100.00%,3,1,5.36%,33.33%,US$89.97,US$29.99,3,1
B092VTVKZ7,B09NQ42W51,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Green Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-167,107,0,18,0,125,0,0.92%,0.00%,0.44%,0.00%,0.80%,0.00%,115,0,20,0,135,0,0.76%,0.00%,0.39%,0.66%,0.00%,100.00%,0.00%,3,0,2.40%,0.00%,US$89.97,US$0.00,3,0
B09YM4LNS6,B09YM5ZBK2,"4 Pieces White Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-03,64,3,15,0,79,3,0.55%,2.75%,0.37%,0.00%,0.50%,1.71%,75,3,19,0,94,3,0.49%,2.07%,0.37%,0.46%,1.32%,100.00%,100.00%,3,0,3.80%,0.00%,US$89.97,US$0.00,3,0
B092LX5PDW,B0B7J9XJ9C,Green Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 1 Pillowcases),UZBIG196-T,17,0,12,0,29,0,0.15%,0.00%,0.29%,0.00%,0.18%,0.00%,21,0,14,0,35,0,0.14%,0.00%,0.27%,0.17%,0.00%,100.00%,0.00%,3,0,10.34%,0.00%,US$158.97,US$0.00,3,0
B0B92F2BGQ,B0B92B9938,Shaggy Comforter Set Black Queen Size 3 Pieces Winter Faux Fur Comforter Set with 2 Pillowcases Ultra Soft and Easy Care Luxury Plush Warm Super Fleece Velvet Flannel Bedding Set,CMRSJC03-Q,53,1,10,0,63,1,0.46%,0.92%,0.24%,0.00%,0.40%,0.57%,64,1,14,0,78,1,0.42%,0.69%,0.27%,0.38%,0.44%,100.00%,100.00%,3,0,4.76%,0.00%,US$179.97,US$0.00,3,0
B09QBX987B,B0BGHV48YG,UOZZI BEDDING Floral Comforter Sheet Set 7 Pieces Bed in a Bag Dark Grey Golden Flower King Size (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG210-K,57,0,10,1,67,1,0.49%,0.00%,0.24%,1.52%,0.43%,0.57%,72,0,12,1,84,1,0.47%,0.00%,0.23%,0.41%,0.44%,100.00%,100.00%,3,0,4.48%,0.00%,US$179.97,US$0.00,3,0
B08D6LSCQ7,B07FXCH4GZ,UOZZI BEDDING 3 Piece Colorful King Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 102x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-K,34,0,8,1,42,1,0.29%,0.00%,0.20%,1.52%,0.27%,0.57%,38,0,11,1,49,1,0.25%,0.00%,0.22%,0.24%,0.44%,100.00%,100.00%,2,0,4.76%,0.00%,US$59.98,US$0.00,2,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,62,0,24,0,86,0,0.53%,0.00%,0.59%,0.00%,0.55%,0.00%,70,0,27,0,97,0,0.46%,0.00%,0.53%,0.48%,0.00%,100.00%,0.00%,3,0,3.49%,0.00%,US$77.97,US$0.00,2,0
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,53,0,21,0,74,0,0.46%,0.00%,0.51%,0.00%,0.47%,0.00%,74,0,24,0,98,0,0.49%,0.00%,0.47%,0.48%,0.00%,98.98%,0.00%,2,0,2.70%,0.00%,US$49.98,US$0.00,2,0
B07NW55BDC,B07NW3K9V4,"Baby Toddler Blanket 27""x39"" Red Christmas Snowflake Design Flannel Fleece Blanket for Girls & Boys - Ultra Soft Plush Thin Warm Kids Blanket for Holiday New Year Day Use 100% Polyester",TZK25-130,16,0,5,0,21,0,0.14%,0.00%,0.12%,0.00%,0.13%,0.00%,19,0,5,0,24,0,0.13%,0.00%,0.10%,0.12%,0.00%,100.00%,0.00%,5,0,23.81%,0.00%,US$49.95,US$0.00,2,0
B08DXYYPHT,B07TT1S7MD,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces King Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-K,54,0,19,0,73,0,0.47%,0.00%,0.46%,0.00%,0.47%,0.00%,64,0,20,0,84,0,0.42%,0.00%,0.39%,0.41%,0.00%,100.00%,0.00%,2,0,2.74%,0.00%,US$99.98,US$0.00,2,0
B08D3DNTBX,B07TYLTKSS,Colorful Dots Comforter Set Queen Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Adult Teen Summer Duvet Sets 1 Winter Microfiber Comforter with 2 Pillow Shams,UZBZ38-Q,85,1,23,0,108,1,0.73%,0.92%,0.56%,0.00%,0.69%,0.57%,120,1,26,0,146,1,0.79%,0.69%,0.51%,0.72%,0.44%,100.00%,100.00%,2,0,1.85%,0.00%,US$91.98,US$0.00,2,0
B08D3DNTBX,B07TYNNN74,UOZZI BEDDING Colorful Dots Comforter Set Twin Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Kids Girls Teen Duvet Sets 1 Microfiber Comforter with 2 Pillow Shams,UZBZ38-T,65,0,30,0,95,0,0.56%,0.00%,0.73%,0.00%,0.61%,0.00%,81,0,40,0,121,0,0.53%,0.00%,0.78%,0.60%,0.00%,100.00%,0.00%,3,0,3.16%,0.00%,US$116.97,US$0.00,2,0
B09QC6HXD3,B07V5VMGXY,"Boys Space Planet Toddler Bedding Set Gray-Green Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Boys Bed",UTBS70,47,0,6,0,53,0,0.41%,0.00%,0.15%,0.00%,0.34%,0.00%,68,0,6,0,74,0,0.45%,0.00%,0.12%,0.36%,0.00%,100.00%,0.00%,2,0,3.77%,0.00%,US$59.98,US$0.00,2,0
B08HV2DGDW,B08HLWJNZN,"Gray Faux Fur Comforter Set Full/Queen 3 Pieces - 1 Shaggy Comforter 90x90 and 2 Fur Pillowcases, Ultra Soft and Easy Care Sherpa Luxury Plush Super Warm Winter Shaggy Bedding Set",CMRCBZ01-Q,240,2,91,4,331,6,2.07%,1.83%,2.22%,6.06%,2.11%,3.43%,332,3,114,5,446,8,2.19%,2.07%,2.23%,2.20%,3.51%,100.00%,100.00%,2,0,0.60%,0.00%,US$151.98,US$0.00,2,0
B092LX5PDW,B08P4HDY6H,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag King Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-K,94,1,50,0,144,1,0.81%,0.92%,1.22%,0.00%,0.92%,0.57%,105,1,56,0,161,1,0.69%,0.69%,1.10%,0.79%,0.44%,100.00%,100.00%,2,0,1.39%,0.00%,US$139.98,US$0.00,2,0
B092LX5PDW,B08P4HW5GQ,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-Q,219,0,103,0,322,0,1.89%,0.00%,2.52%,0.00%,2.05%,0.00%,245,0,111,0,356,0,1.61%,0.00%,2.17%,1.75%,0.00%,99.72%,0.00%,3,0,0.93%,0.00%,US$179.97,US$0.00,2,0
B08XXHWMH7,B08XXJCZMQ,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray White Branch with Yellow Dots King Size 102x88 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 2 Shams),UQT118-K,42,0,24,1,66,1,0.36%,0.00%,0.59%,1.52%,0.42%,0.57%,48,0,29,1,77,1,0.32%,0.00%,0.57%,0.38%,0.44%,100.00%,100.00%,2,0,3.03%,0.00%,US$91.98,US$0.00,2,0
B08XXHWMH7,B0914ZJQ8D,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch King Size 102x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-K,115,0,51,1,166,1,0.99%,0.00%,1.25%,1.52%,1.06%,0.57%,164,0,68,1,232,1,1.08%,0.00%,1.33%,1.14%,0.44%,97.84%,100.00%,2,0,1.20%,0.00%,US$89.98,US$0.00,2,0
