（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,186,2,93,3,279,5,2.04%,2.53%,2.50%,3.00%,2.18%,2.79%,257,3,129,4,386,7,2.14%,2.68%,2.67%,2.29%,2.82%,100.00%,100.00%,4,0,1.43%,0.00%,US$159.96,US$0.00,4,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,54,2,14,0,68,2,0.59%,2.53%,0.38%,0.00%,0.53%,1.12%,71,2,15,0,86,2,0.59%,1.79%,0.31%,0.51%,0.81%,100.00%,100.00%,4,0,5.88%,0.00%,US$119.96,US$0.00,4,0
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,112,3,77,3,189,6,1.23%,3.80%,2.07%,3.00%,1.47%,3.35%,131,4,111,3,242,7,1.09%,3.57%,2.29%,1.43%,2.82%,100.00%,100.00%,4,0,2.12%,0.00%,US$271.96,US$0.00,4,0
B09YM4LNS6,B09YM5ZBK2,"4 Pieces White Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-03,69,1,16,0,85,1,0.76%,1.27%,0.43%,0.00%,0.66%,0.56%,98,1,18,0,116,1,0.81%,0.89%,0.37%,0.69%,0.40%,100.00%,100.00%,4,0,4.71%,0.00%,US$119.96,US$0.00,4,0
B01JL0GK9E,B01H1O894G,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-T,62,0,32,0,94,0,0.68%,0.00%,0.86%,0.00%,0.73%,0.00%,75,0,39,0,114,0,0.62%,0.00%,0.81%,0.68%,0.00%,99.12%,0.00%,3,0,3.19%,0.00%,US$74.97,US$0.00,3,0
B08DXYYPHT,B07QYV47W2,UOZZI BEDDING 2 Piece Reversible Kids Quilt Set Twin Size 68x86 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season Colorful Dots (1 Quilt + 1 Shams),UQT38-T,59,0,33,0,92,0,0.65%,0.00%,0.89%,0.00%,0.72%,0.00%,85,0,42,0,127,0,0.71%,0.00%,0.87%,0.75%,0.00%,99.21%,0.00%,3,0,3.26%,0.00%,US$113.97,US$0.00,3,0
B08DXYYPHT,B07TRKBFTF,UOZZI BEDDING 3 Piece Reversible White Quilt Set Queen Size with Blue Green Leaves and Red Flowers Soft Microfiber Lightweight Floral Adult Summer Coverlet Bedspread for All Season,UQT60-Q,63,0,46,2,109,2,0.69%,0.00%,1.24%,2.00%,0.85%,1.12%,74,0,52,2,126,2,0.62%,0.00%,1.07%,0.75%,0.81%,100.00%,100.00%,3,0,2.75%,0.00%,US$128.97,US$0.00,3,0
B08DXYYPHT,B07TRKC348,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces Queen Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-Q,54,0,31,2,85,2,0.59%,0.00%,0.83%,2.00%,0.66%,1.12%,60,0,41,3,101,3,0.50%,0.00%,0.85%,0.60%,1.21%,100.00%,100.00%,3,0,3.53%,0.00%,US$128.97,US$0.00,3,0
B08DXYYPHT,B08B51GQGQ,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set Queen Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-Q,79,1,46,3,125,4,0.87%,1.27%,1.24%,3.00%,0.98%,2.23%,98,1,65,5,163,6,0.81%,0.89%,1.34%,0.97%,2.42%,97.55%,100.00%,3,0,2.40%,0.00%,US$128.97,US$0.00,3,0
B092LX5PDW,B08P4HW5GQ,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-Q,175,0,70,3,245,3,1.92%,0.00%,1.88%,3.00%,1.91%,1.68%,203,0,80,4,283,4,1.69%,0.00%,1.65%,1.68%,1.61%,100.00%,100.00%,3,0,1.22%,0.00%,US$179.97,US$0.00,3,0
B07NW55BDC,B09CTBXCJS,"UOZZI BEDDING All-Season Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester (Teal, 40""x60"")",TZK24-100,8,0,4,0,12,0,0.09%,0.00%,0.11%,0.00%,0.09%,0.00%,8,0,4,0,12,0,0.07%,0.00%,0.08%,0.07%,0.00%,100.00%,0.00%,3,0,25.00%,0.00%,US$44.97,US$0.00,3,0
B09NY6QLP4,B09NY8H7Y5,UOZZI BEDDING 3 Piece Reversible Quilt Set Queen Size 90x90 Soft Microfiber Lightweight Coverlet Bedspread for All Season Pink Green Leaves Floral Quilt Set (1 Quilt+ 2 Shams),UQT129-Q,13,0,7,0,20,0,0.14%,0.00%,0.19%,0.00%,0.16%,0.00%,20,0,8,0,28,0,0.17%,0.00%,0.17%,0.17%,0.00%,100.00%,0.00%,3,0,15.00%,0.00%,US$77.97,US$0.00,3,0
B094QRWNTJ,B09VC6NPXP,"100% Cotton 4 Pieces White Space Toddler Bedding Set with Colorful Rocket Stars and Planet Includes Adorable Quilted Comforter, Blue Gray Fitted Sheet, Top Sheet, and Pillow Case for Boys Girls",UCMTBS-12,38,0,12,1,50,1,0.42%,0.00%,0.32%,1.00%,0.39%,0.56%,56,0,18,1,74,1,0.47%,0.00%,0.37%,0.44%,0.40%,100.00%,100.00%,3,0,6.00%,0.00%,US$128.97,US$0.00,3,0
B0B92F2BGQ,B0B92KNQHJ,Shaggy Comforter Set Black King Size 3 Pieces Winter Faux Fur Comforter Set with 2 Pillowcases Ultra Soft and Easy Care Luxury Plush Warm Super Fleece Velvet Flannel Bedding Set,CMRSJC03-K,30,0,7,0,37,0,0.33%,0.00%,0.19%,0.00%,0.29%,0.00%,37,0,8,0,45,0,0.31%,0.00%,0.17%,0.27%,0.00%,100.00%,0.00%,3,0,8.11%,0.00%,US$197.97,US$0.00,3,0
B09QBX987B,B0BGHV48YG,UOZZI BEDDING Floral Comforter Sheet Set 7 Pieces Bed in a Bag Dark Grey Golden Flower King Size (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG210-K,56,1,21,1,77,2,0.62%,1.27%,0.57%,1.00%,0.60%,1.12%,76,1,24,1,100,2,0.63%,0.89%,0.50%,0.59%,0.81%,100.00%,100.00%,3,1,3.90%,50.00%,US$179.97,US$59.99,3,1
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,31,0,16,0,47,0,0.34%,0.00%,0.43%,0.00%,0.37%,0.00%,50,0,23,0,73,0,0.42%,0.00%,0.48%,0.43%,0.00%,100.00%,0.00%,2,0,4.26%,0.00%,US$49.98,US$0.00,2,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,31,0,14,1,45,1,0.34%,0.00%,0.38%,1.00%,0.35%,0.56%,39,0,16,1,55,1,0.32%,0.00%,0.33%,0.33%,0.40%,100.00%,100.00%,2,0,4.44%,0.00%,US$51.98,US$0.00,2,0
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,32,0,30,1,62,1,0.35%,0.00%,0.81%,1.00%,0.48%,0.56%,48,0,38,1,86,1,0.40%,0.00%,0.79%,0.51%,0.40%,100.00%,100.00%,2,0,3.23%,0.00%,US$49.98,US$0.00,2,0
B07NW55BDC,B07NW3P1FF,"UOZZI BEDDING All-Season Dark Gray Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK28-70,9,1,9,0,18,1,0.10%,1.27%,0.24%,0.00%,0.14%,0.56%,14,1,9,0,23,1,0.12%,0.89%,0.19%,0.14%,0.40%,95.65%,100.00%,2,0,11.11%,0.00%,US$27.98,US$0.00,2,0
B07SQPMYT8,B07STTQYKR,"UOZZI BEDDING Unicorn 4 Piece Toddler Bedding Set with Rainbow Stars Blue-Gray - Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Girls Boys Bed",UTBS-Blue,16,1,5,0,21,1,0.18%,1.27%,0.13%,0.00%,0.16%,0.56%,19,1,6,0,25,1,0.16%,0.89%,0.12%,0.15%,0.40%,100.00%,100.00%,2,0,9.52%,0.00%,US$69.98,US$0.00,2,0
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,92,0,51,2,143,2,1.01%,0.00%,1.37%,2.00%,1.12%,1.12%,127,0,65,3,192,3,1.06%,0.00%,1.34%,1.14%,1.21%,100.00%,100.00%,2,0,1.40%,0.00%,US$85.98,US$0.00,2,0
B08D3DNTBX,B07TVH8FR1,UOZZI BEDDING Colorful Dots Comforter Set King Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Adult Duvet Sets 1 Microfiber Comforter with 2 Pillow Shams for Winter,UZBZ38-K,40,0,17,2,57,2,0.44%,0.00%,0.46%,2.00%,0.44%,1.12%,53,0,23,3,76,3,0.44%,0.00%,0.48%,0.45%,1.21%,100.00%,100.00%,2,0,3.51%,0.00%,US$93.98,US$0.00,2,0
B09QC6HXD3,B07V3RZHLF,"Boys Toddler Bedding Set Navy with Colorful Cars Includes 1 Boys Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS73,36,0,17,0,53,0,0.40%,0.00%,0.46%,0.00%,0.41%,0.00%,50,0,23,0,73,0,0.42%,0.00%,0.48%,0.43%,0.00%,98.63%,0.00%,2,0,3.77%,0.00%,US$59.98,US$0.00,2,0
B09QC6HXD3,B07V5VMGXY,"Boys Space Planet Toddler Bedding Set Gray-Green Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Boys Bed",UTBS70,38,0,5,0,43,0,0.42%,0.00%,0.13%,0.00%,0.34%,0.00%,53,0,5,0,58,0,0.44%,0.00%,0.10%,0.34%,0.00%,100.00%,0.00%,2,0,4.65%,0.00%,US$59.98,US$0.00,2,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,114,0,44,1,158,1,1.25%,0.00%,1.18%,1.00%,1.23%,0.56%,152,0,59,1,211,1,1.26%,0.00%,1.22%,1.25%,0.40%,100.00%,100.00%,2,0,1.27%,0.00%,US$131.98,US$0.00,2,0
B08HV2DGDW,B08HLVVZZT,"UOZZI BEDDING Gray Faux Fur Comforter Set Twin 3 Pieces - 1 Shaggy Comforter 68x86 and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Super Warm Winter Shaggy Duvet Set",CMRCBZ01-T,29,0,10,1,39,1,0.32%,0.00%,0.27%,1.00%,0.30%,0.56%,37,0,17,2,54,2,0.31%,0.00%,0.35%,0.32%,0.81%,98.15%,100.00%,2,0,5.13%,0.00%,US$131.98,US$0.00,2,0
B08HV2DGDW,B08HLWWM5F,"UOZZI BEDDING Black Faux Fur Comforter Set King 3 Pieces - 1 Black Shaggy Comforter Set 104x90 and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Duvet Set",CMRCBZ03-KN,23,0,10,2,33,2,0.25%,0.00%,0.27%,2.00%,0.26%,1.12%,32,0,11,2,43,2,0.27%,0.00%,0.23%,0.25%,0.81%,100.00%,100.00%,2,0,6.06%,0.00%,US$171.98,US$0.00,2,0
