（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,39,0,9,0,48,0,0.48%,0.00%,0.27%,0.00%,0.42%,0.00%,52,0,10,0,62,0,0.49%,0.00%,0.23%,0.41%,0.00%,100.00%,0.00%,5,0,10.42%,0.00%,US$124.95,US$0.00,5,0
B091Y38CV7,B091YBKHZG,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Pink & Gray",UTBSC-10,43,2,12,0,55,2,0.53%,2.90%,0.36%,0.00%,0.48%,1.49%,53,3,16,0,69,3,0.49%,3.26%,0.37%,0.46%,1.61%,100.00%,100.00%,6,0,10.91%,0.00%,US$179.94,US$0.00,5,0
B092LX5PDW,B09KXH87XM,UOZZI BEDDING Cream White Bed in a Bag Queen 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-Q,248,1,124,3,372,4,3.04%,1.45%,3.75%,4.62%,3.25%,2.99%,302,1,179,3,481,4,2.82%,1.09%,4.18%,3.21%,2.15%,99.17%,100.00%,5,0,1.34%,0.00%,US$329.95,US$0.00,5,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,132,1,37,3,169,4,1.62%,1.45%,1.12%,4.62%,1.48%,2.99%,151,1,54,3,205,4,1.41%,1.09%,1.26%,1.37%,2.15%,100.00%,100.00%,5,0,2.96%,0.00%,US$149.95,US$0.00,5,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,49,0,13,1,62,1,0.60%,0.00%,0.39%,1.54%,0.54%,0.75%,67,0,15,1,82,1,0.63%,0.00%,0.35%,0.55%,0.54%,98.78%,100.00%,4,1,6.45%,100.00%,US$103.96,US$25.99,4,1
B07NW55BDC,B07NW3P1FF,"UOZZI BEDDING All-Season Dark Gray Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK28-70,21,0,3,0,24,0,0.26%,0.00%,0.09%,0.00%,0.21%,0.00%,24,0,3,0,27,0,0.22%,0.00%,0.07%,0.18%,0.00%,100.00%,0.00%,5,0,20.83%,0.00%,US$49.95,US$0.00,4,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,62,0,17,0,79,0,0.76%,0.00%,0.51%,0.00%,0.69%,0.00%,138,0,27,0,165,0,1.29%,0.00%,0.63%,1.10%,0.00%,100.00%,0.00%,4,0,5.06%,0.00%,US$119.96,US$0.00,4,0
B08DXYYPHT,B08B52HXMX,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set King Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-K,90,1,39,1,129,2,1.10%,1.45%,1.18%,1.54%,1.13%,1.49%,106,1,51,1,157,2,0.99%,1.09%,1.19%,1.05%,1.08%,100.00%,100.00%,4,0,3.10%,0.00%,US$179.96,US$0.00,4,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,121,1,43,1,164,2,1.49%,1.45%,1.30%,1.54%,1.43%,1.49%,162,1,57,1,219,2,1.51%,1.09%,1.33%,1.46%,1.08%,100.00%,100.00%,4,0,2.44%,0.00%,US$263.96,US$0.00,4,0
B092LX5PDW,B08P4H29YB,Gray Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG02-K,219,4,88,1,307,5,2.69%,5.80%,2.66%,1.54%,2.68%,3.73%,308,4,114,2,422,6,2.88%,4.35%,2.66%,2.81%,3.23%,100.00%,100.00%,4,0,1.30%,0.00%,US$279.96,US$0.00,4,0
B08XXHWMH7,B0914ZJQ8D,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch King Size 102x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-K,64,1,37,1,101,2,0.79%,1.45%,1.12%,1.54%,0.88%,1.49%,86,3,41,1,127,4,0.80%,3.26%,0.96%,0.85%,2.15%,100.00%,100.00%,4,0,3.96%,0.00%,US$179.96,US$0.00,4,0
B08K767M5V,B091BSCFSV,Pink Floral Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Green Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG129-Q,156,0,48,1,204,1,1.91%,0.00%,1.45%,1.54%,1.78%,0.75%,171,0,53,1,224,1,1.60%,0.00%,1.24%,1.49%,0.54%,99.55%,100.00%,4,0,1.96%,0.00%,US$235.96,US$0.00,4,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,128,0,51,1,179,1,1.57%,0.00%,1.54%,1.54%,1.56%,0.75%,148,0,56,1,204,1,1.38%,0.00%,1.31%,1.36%,0.54%,99.02%,100.00%,4,0,2.23%,0.00%,US$119.96,US$0.00,4,0
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,101,3,61,0,162,3,1.24%,4.35%,1.85%,0.00%,1.41%,2.24%,145,3,71,0,216,3,1.35%,3.26%,1.66%,1.44%,1.61%,100.00%,100.00%,4,0,2.47%,0.00%,US$271.96,US$0.00,4,0
B094QRWNTJ,B09VC678PS,"100% Cotton 4 Pieces Cars Toddler Bedding Set with Colorful Cars House Cloud Rainbow Includes Adorable Quilted White Comforter, Blue Fitted Sheet, Top Sheet, and Pillow Case for Boys Girls",UCMTBS-09,43,0,14,0,57,0,0.53%,0.00%,0.42%,0.00%,0.50%,0.00%,68,0,19,0,87,0,0.64%,0.00%,0.44%,0.58%,0.00%,100.00%,0.00%,4,0,7.02%,0.00%,US$179.96,US$0.00,4,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,216,1,109,3,325,4,2.65%,1.45%,3.30%,4.62%,2.84%,2.99%,259,1,125,3,384,4,2.42%,1.09%,2.92%,2.56%,2.15%,100.00%,100.00%,4,0,1.23%,0.00%,US$239.96,US$0.00,4,0
B092LX5PDW,B0B7J74T6N,Green Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-K,103,1,51,2,154,3,1.26%,1.45%,1.54%,3.08%,1.34%,2.24%,122,3,66,2,188,5,1.14%,3.26%,1.54%,1.25%,2.69%,100.00%,100.00%,4,1,2.60%,33.33%,US$279.96,US$69.99,4,1
B01JL0GK9E,B01H1O894G,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-T,69,2,31,1,100,3,0.85%,2.90%,0.94%,1.54%,0.87%,2.24%,93,2,37,1,130,3,0.87%,2.17%,0.86%,0.87%,1.61%,99.23%,100.00%,3,0,3.00%,0.00%,US$74.97,US$0.00,3,0
B07NW55BDC,B07NW5H492,"UOZZI BEDDING All-Season Teal (Light Blue) Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK24-70,53,2,29,0,82,2,0.65%,2.90%,0.88%,0.00%,0.72%,1.49%,74,2,40,0,114,2,0.69%,2.17%,0.93%,0.76%,1.08%,100.00%,100.00%,4,0,4.88%,0.00%,US$35.96,US$0.00,3,0
B08HV2DGDW,B08HLTH341,"Faux Fur Shaggy Comforter Set Queen 3 Pieces - 1 Cream White Comforter Set with Sherpa and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Super Soft and Warm Beige Duvet Set",CMRCBZ04-Q,57,3,29,1,86,4,0.70%,4.35%,0.88%,1.54%,0.75%,2.99%,65,3,40,1,105,4,0.61%,3.26%,0.93%,0.70%,2.15%,100.00%,100.00%,3,0,3.49%,0.00%,US$209.97,US$0.00,3,0
B08HV2DGDW,B08HLWJNZN,"Gray Faux Fur Comforter Set Full/Queen 3 Pieces - 1 Shaggy Comforter 90x90 and 2 Fur Pillowcases, Ultra Soft and Easy Care Sherpa Luxury Plush Super Warm Winter Shaggy Bedding Set",CMRCBZ01-Q,202,2,74,1,276,3,2.48%,2.90%,2.24%,1.54%,2.41%,2.24%,266,3,91,3,357,6,2.48%,3.26%,2.12%,2.38%,3.23%,99.72%,100.00%,3,0,1.09%,0.00%,US$227.97,US$0.00,3,0
B092LX5PDW,B08P4J11KL,Gray Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG02-T,35,0,31,0,66,0,0.43%,0.00%,0.94%,0.00%,0.58%,0.00%,48,0,41,0,89,0,0.45%,0.00%,0.96%,0.59%,0.00%,100.00%,0.00%,3,0,4.55%,0.00%,US$167.97,US$0.00,3,0
B08XXHWMH7,B08XXFK66P,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray White Branch with Yellow Dots Queen Full Size 88x88 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 2 Shams),UQT118-Q,51,0,32,0,83,0,0.63%,0.00%,0.97%,0.00%,0.72%,0.00%,68,0,34,0,102,0,0.64%,0.00%,0.79%,0.68%,0.00%,100.00%,0.00%,3,0,3.61%,0.00%,US$119.97,US$0.00,3,0
B094QRWNTJ,B09VC6NPXP,"100% Cotton 4 Pieces White Space Toddler Bedding Set with Colorful Rocket Stars and Planet Includes Adorable Quilted Comforter, Blue Gray Fitted Sheet, Top Sheet, and Pillow Case for Boys Girls",UCMTBS-12,33,0,14,0,47,0,0.41%,0.00%,0.42%,0.00%,0.41%,0.00%,45,0,25,0,70,0,0.42%,0.00%,0.58%,0.47%,0.00%,100.00%,0.00%,3,0,6.38%,0.00%,US$128.97,US$0.00,3,0
B09YM4LNS6,B09YM5XT7Y,"4 Pieces Pink Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-02,69,1,13,0,82,1,0.85%,1.45%,0.39%,0.00%,0.72%,0.75%,85,3,17,0,102,3,0.79%,3.26%,0.40%,0.68%,1.61%,100.00%,0.00%,3,0,3.66%,0.00%,US$104.97,US$0.00,3,0
B09YM4LNS6,B09YM5ZBK2,"4 Pieces White Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-03,70,1,15,0,85,1,0.86%,1.45%,0.45%,0.00%,0.74%,0.75%,105,4,18,0,123,4,0.98%,4.35%,0.42%,0.82%,2.15%,100.00%,0.00%,3,0,3.53%,0.00%,US$89.97,US$0.00,3,0
B0B67XPN3C,B0B67W9PS2,"100% Cotton 4 Pieces White Dinosaurs Toddler Bedding Set Includes Adorable Quilted Comforter,White Fitted Sheet, Top Sheet, and Pillow Case",UCMTBS-13,22,0,4,0,26,0,0.27%,0.00%,0.12%,0.00%,0.23%,0.00%,30,0,6,0,36,0,0.28%,0.00%,0.14%,0.24%,0.00%,100.00%,0.00%,3,0,11.54%,0.00%,US$128.97,US$0.00,3,0
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,112,1,37,3,149,4,1.37%,1.45%,1.12%,4.62%,1.30%,2.99%,159,2,49,5,208,7,1.48%,2.17%,1.14%,1.39%,3.76%,99.04%,100.00%,2,1,1.34%,25.00%,US$51.98,US$25.99,2,1
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,33,0,17,0,50,0,0.41%,0.00%,0.51%,0.00%,0.44%,0.00%,47,0,19,0,66,0,0.44%,0.00%,0.44%,0.44%,0.00%,98.48%,0.00%,3,0,6.00%,0.00%,US$74.97,US$0.00,2,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,46,0,13,0,59,0,0.56%,0.00%,0.39%,0.00%,0.52%,0.00%,65,0,15,0,80,0,0.61%,0.00%,0.35%,0.53%,0.00%,100.00%,0.00%,2,0,3.39%,0.00%,US$17.98,US$0.00,2,0
B07SQPMYT8,B07STTQYKR,"UOZZI BEDDING Unicorn 4 Piece Toddler Bedding Set with Rainbow Stars Blue-Gray - Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Girls Boys Bed",UTBS-Blue,20,0,7,0,27,0,0.25%,0.00%,0.21%,0.00%,0.24%,0.00%,27,0,12,0,39,0,0.25%,0.00%,0.28%,0.26%,0.00%,100.00%,0.00%,2,0,7.41%,0.00%,US$69.98,US$0.00,2,0
B08DXYYPHT,B07T61X8LY,UOZZI BEDDING 3 Piece King Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-K,52,0,35,1,87,1,0.64%,0.00%,1.06%,1.54%,0.76%,0.75%,59,0,50,1,109,1,0.55%,0.00%,1.17%,0.73%,0.54%,100.00%,100.00%,2,0,2.30%,0.00%,US$91.98,US$0.00,2,0
B08D3DNTBX,B07TVH8FR1,UOZZI BEDDING Colorful Dots Comforter Set King Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Adult Duvet Sets 1 Microfiber Comforter with 2 Pillow Shams for Winter,UZBZ38-K,44,0,15,0,59,0,0.54%,0.00%,0.45%,0.00%,0.52%,0.00%,53,0,19,0,72,0,0.49%,0.00%,0.44%,0.48%,0.00%,100.00%,0.00%,2,0,3.39%,0.00%,US$93.98,US$0.00,2,0
B08D6LSCQ7,B082WWGQZ2,UOZZI BEDDING Gray Twin Size Duvet Cover Set with 2 Pillow Shams-Gray Branch Style 800 TC Zipper Closure 4 Corner Ties Adult Men Women Style Dots Floral White Tree Style Reversible Design,BTN110-TN,12,0,6,0,18,0,0.15%,0.00%,0.18%,0.00%,0.16%,0.00%,14,0,8,0,22,0,0.13%,0.00%,0.19%,0.15%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,US$59.98,US$0.00,2,0
B092LX5PDW,B08P4HW5GQ,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-Q,143,0,66,0,209,0,1.76%,0.00%,2.00%,0.00%,1.83%,0.00%,167,0,76,0,243,0,1.56%,0.00%,1.77%,1.62%,0.00%,99.59%,0.00%,2,0,0.96%,0.00%,US$119.98,US$0.00,2,0
B08HV2DGDW,B08XQ6699Q,"UOZZI BEDDING Pink Faux Fur Comforter Set Queen 3 Pieces - 1 Shaggy Comforter Set 90x90 and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Duvet Set for Girls Women Princess Style",CMRCBZ02-QN,51,3,15,1,66,4,0.63%,4.35%,0.45%,1.54%,0.58%,2.99%,55,3,19,1,74,4,0.51%,3.26%,0.44%,0.49%,2.15%,97.30%,100.00%,2,1,3.03%,25.00%,US$139.98,US$69.99,2,1
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,150,1,93,2,243,3,1.84%,1.45%,2.81%,3.08%,2.12%,2.24%,216,4,108,2,324,6,2.02%,4.35%,2.52%,2.16%,3.23%,99.69%,100.00%,2,0,0.82%,0.00%,US$79.98,US$0.00,2,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,44,0,15,1,59,1,0.54%,0.00%,0.45%,1.54%,0.52%,0.75%,67,0,19,3,86,3,0.63%,0.00%,0.44%,0.57%,1.61%,100.00%,100.00%,2,0,3.39%,0.00%,US$59.98,US$0.00,2,0
B091Y38CV7,B091Y6MZ8J,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Royal Blue & Gray",UTBSC-04,73,0,15,0,88,0,0.90%,0.00%,0.45%,0.00%,0.77%,0.00%,93,0,19,0,112,0,0.87%,0.00%,0.44%,0.75%,0.00%,100.00%,0.00%,2,0,2.27%,0.00%,US$59.98,US$0.00,2,0
B091XXZ9CL,B091Y6NLRP,"Navy Blue Bed in a Bag 7 Pieces Queen Size All Season Navy White line - Soft Microfiber Reversible Bed Comforter Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG112-Q,55,0,25,0,80,0,0.68%,0.00%,0.76%,0.00%,0.70%,0.00%,77,0,30,0,107,0,0.72%,0.00%,0.70%,0.71%,0.00%,100.00%,0.00%,3,0,3.75%,0.00%,US$179.97,US$0.00,2,0
