（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,107,2,46,0,153,2,1.42%,2.74%,1.26%,0.00%,1.37%,1.38%,124,2,56,0,180,2,1.25%,2.15%,1.15%,1.22%,1.02%,99.44%,100.00%,6,0,3.92%,0.00%,US$179.94,US$0.00,6,0
B0B92QC3D8,B09V7BTJ8H,Leaves Comforter Sheet Set White Bed in a Bag 7 Pieces King Size Green Floral Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG187-K,81,0,25,0,106,0,1.08%,0.00%,0.69%,0.00%,0.95%,0.00%,123,0,38,0,161,0,1.24%,0.00%,0.78%,1.09%,0.00%,100.00%,0.00%,6,0,5.66%,0.00%,US$293.94,US$0.00,6,0
B0BGHLGXLZ,B0BGHH929R,Stripes Bed in a Bag Queen Size 7 Pieces Black Gray Yellow Comforter Sheet Set with Circles All Season Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG201-Q,95,2,38,1,133,3,1.26%,2.74%,1.04%,1.39%,1.19%,2.07%,137,9,62,3,199,12,1.38%,9.68%,1.28%,1.35%,6.09%,100.00%,75.00%,6,1,4.51%,33.33%,US$359.94,US$59.99,6,1
B08DXYYPHT,B07T61X8LY,UOZZI BEDDING 3 Piece King Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-K,94,0,50,2,144,2,1.25%,0.00%,1.37%,2.78%,1.29%,1.38%,115,0,59,2,174,2,1.16%,0.00%,1.21%,1.18%,1.02%,100.00%,100.00%,5,0,3.47%,0.00%,US$229.95,US$0.00,5,0
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,99,1,80,0,179,1,1.32%,1.37%,2.19%,0.00%,1.60%,0.69%,156,1,133,0,289,1,1.57%,1.08%,2.74%,1.95%,0.51%,100.00%,100.00%,5,0,2.79%,0.00%,US$199.95,US$0.00,5,0
B0BRN8J9X9,B099MXYR8T,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design White,UCBS-02,141,3,64,1,205,4,1.87%,4.11%,1.76%,1.39%,1.84%,2.76%,190,4,82,1,272,5,1.91%,4.30%,1.69%,1.84%,2.54%,97.79%,100.00%,6,0,2.93%,0.00%,US$179.94,US$0.00,5,0
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,92,0,55,1,147,1,1.22%,0.00%,1.51%,1.39%,1.32%,0.69%,132,0,64,1,196,1,1.33%,0.00%,1.32%,1.33%,0.51%,100.00%,100.00%,5,0,3.40%,0.00%,US$339.95,US$0.00,5,0
B0B92QC3D8,B09V6RYZWG,Flower Comforter Sheet Set Gray Bed in a Bag 7 Pieces Queen Size Pink White Floral Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Pink Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG186-Q,77,2,33,0,110,2,1.02%,2.74%,0.91%,0.00%,0.98%,1.38%,117,2,39,0,156,2,1.18%,2.15%,0.80%,1.06%,1.02%,100.00%,100.00%,6,0,5.45%,0.00%,US$359.94,US$0.00,5,0
B07NW55BDC,B07NW5H492,"UOZZI BEDDING All-Season Teal (Light Blue) Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK24-70,60,0,19,2,79,2,0.80%,0.00%,0.52%,2.78%,0.71%,1.38%,78,0,31,3,109,3,0.79%,0.00%,0.64%,0.74%,1.52%,100.00%,100.00%,4,0,5.06%,0.00%,US$35.96,US$0.00,4,0
B092LX5PDW,B08P4H29YB,Gray Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG02-K,176,0,82,1,258,1,2.34%,0.00%,2.25%,1.39%,2.31%,0.69%,249,0,104,2,353,2,2.51%,0.00%,2.14%,2.39%,1.02%,100.00%,100.00%,4,0,1.55%,0.00%,US$279.96,US$0.00,4,0
B091Y38CV7,B091YGD1BD,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Blue & Gray",UTBSC-06,33,0,9,1,42,1,0.44%,0.00%,0.25%,1.39%,0.38%,0.69%,39,0,12,1,51,1,0.39%,0.00%,0.25%,0.34%,0.51%,100.00%,100.00%,5,1,11.90%,100.00%,US$139.95,US$27.99,4,1
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,97,2,44,0,141,2,1.29%,2.74%,1.21%,0.00%,1.26%,1.38%,128,2,65,0,193,2,1.29%,2.15%,1.34%,1.31%,1.02%,98.45%,100.00%,3,0,2.13%,0.00%,US$77.97,US$0.00,3,0
B08D6LSCQ7,B07JGWLZM2,"3 Piece Duvet Cover Set King (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots - 800 TC with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles for Adult",BTN38-K,32,0,15,0,47,0,0.43%,0.00%,0.41%,0.00%,0.42%,0.00%,37,0,22,0,59,0,0.37%,0.00%,0.45%,0.40%,0.00%,100.00%,0.00%,3,0,6.38%,0.00%,US$89.97,US$0.00,3,0
B08K767M5V,B08CVS5KZJ,"7 Pieces Comforter Sheet Set Queen Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-Q,133,0,49,1,182,1,1.77%,0.00%,1.34%,1.39%,1.63%,0.69%,180,0,69,1,249,1,1.81%,0.00%,1.42%,1.68%,0.51%,99.60%,100.00%,6,0,3.30%,0.00%,US$359.88,US$0.00,3,0
B091Y38CV7,B08PNWDSSQ,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Gray",UTBS-02,108,0,27,2,135,2,1.44%,0.00%,0.74%,2.78%,1.21%,1.38%,148,0,38,4,186,4,1.49%,0.00%,0.78%,1.26%,2.03%,100.00%,100.00%,4,0,2.96%,0.00%,US$107.96,US$0.00,3,0
B092LX5PDW,B08XVR2FF1,Burgundy Red Comforter Sheet Set 7 Pieces Christmas Bed in a Bag Queen Size All Season Tree Branch Soft Microfiber Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG01-QN,125,1,90,1,215,2,1.66%,1.37%,2.47%,1.39%,1.92%,1.38%,131,1,104,2,235,3,1.32%,1.08%,2.14%,1.59%,1.52%,100.00%,100.00%,3,0,1.40%,0.00%,US$179.97,US$0.00,3,0
B091XXZ9CL,B091Y6NLRP,"Navy Blue Bed in a Bag 7 Pieces Queen Size All Season Navy White line - Soft Microfiber Reversible Bed Comforter Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG112-Q,38,1,28,0,66,1,0.50%,1.37%,0.77%,0.00%,0.59%,0.69%,50,1,34,0,84,1,0.50%,1.08%,0.70%,0.57%,0.51%,100.00%,100.00%,3,0,4.55%,0.00%,US$179.97,US$0.00,3,0
B092VTVKZ7,B092T8T2GF,"4 Pieces White Girls Toddler Bedding Set Orange Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-123,202,1,46,2,248,3,2.68%,1.37%,1.26%,2.78%,2.22%,2.07%,272,1,66,5,338,6,2.74%,1.08%,1.36%,2.29%,3.05%,99.11%,100.00%,3,0,1.21%,0.00%,US$104.97,US$0.00,3,0
B08K767M5V,B0952LMCQX,UOZZI BEDDING Bed in a Bag 7 Pieces Queen Size Gray Branches with Yellow Dots - Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG118-Q,69,2,30,2,99,4,0.92%,2.74%,0.82%,2.78%,0.89%,2.76%,82,2,40,2,122,4,0.83%,2.15%,0.82%,0.83%,2.03%,99.18%,100.00%,3,0,3.03%,0.00%,US$167.97,US$0.00,3,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,36,1,16,0,52,1,0.48%,1.37%,0.44%,0.00%,0.47%,0.69%,42,1,17,0,59,1,0.42%,1.08%,0.35%,0.40%,0.51%,100.00%,100.00%,3,0,5.77%,0.00%,US$77.97,US$0.00,2,0
B0BQV6HMN2,B07L2V3Y25,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Twin Size 68x86+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WTSIXU-XX,20,1,16,0,36,1,0.27%,1.37%,0.44%,0.00%,0.32%,0.69%,25,1,17,0,42,1,0.25%,1.08%,0.35%,0.28%,0.51%,100.00%,100.00%,2,0,5.56%,0.00%,US$49.98,US$0.00,2,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,33,0,10,1,43,1,0.44%,0.00%,0.27%,1.39%,0.38%,0.69%,46,0,13,1,59,1,0.46%,0.00%,0.27%,0.40%,0.51%,100.00%,100.00%,2,0,4.65%,0.00%,US$17.98,US$0.00,2,0
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,135,2,64,1,199,3,1.79%,2.74%,1.76%,1.39%,1.78%,2.07%,165,3,82,1,247,4,1.66%,3.23%,1.69%,1.67%,2.03%,100.00%,75.00%,2,0,1.01%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07TRKBFTF,UOZZI BEDDING 3 Piece Reversible White Quilt Set Queen Size with Blue Green Leaves and Red Flowers Soft Microfiber Lightweight Floral Adult Summer Coverlet Bedspread for All Season,UQT60-Q,143,1,59,1,202,2,1.90%,1.37%,1.62%,1.39%,1.81%,1.38%,168,1,69,1,237,2,1.69%,1.08%,1.42%,1.60%,1.02%,100.00%,100.00%,2,0,0.99%,0.00%,US$79.98,US$0.00,2,0
B08DXYYPHT,B07TRKC348,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces Queen Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-Q,122,3,70,0,192,3,1.62%,4.11%,1.92%,0.00%,1.72%,2.07%,161,3,83,0,244,3,1.62%,3.23%,1.71%,1.65%,1.52%,100.00%,100.00%,2,0,1.04%,0.00%,US$85.98,US$0.00,2,0
B08D3DNTBX,B07TYNNN74,UOZZI BEDDING Colorful Dots Comforter Set Twin Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Kids Girls Teen Duvet Sets 1 Microfiber Comforter with 2 Pillow Shams,UZBZ38-T,33,1,26,0,59,1,0.44%,1.37%,0.71%,0.00%,0.53%,0.69%,58,1,39,0,97,1,0.58%,1.08%,0.80%,0.66%,0.51%,100.00%,100.00%,2,0,3.39%,0.00%,US$77.98,US$0.00,2,0
B07NW55BDC,B07X2H864S,"UOZZI BEDDING All-Season Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester (Navy, 27""x39"")",TZK29-70,12,0,5,0,17,0,0.16%,0.00%,0.14%,0.00%,0.15%,0.00%,12,0,8,0,20,0,0.12%,0.00%,0.16%,0.14%,0.00%,100.00%,0.00%,2,0,11.76%,0.00%,US$19.98,US$0.00,2,0
B08T6WTS5M,B088KD7B58,UOZZI BEDDING 4 Piece Gray Dinosaurs Toddler Bedding Set with Colorful Dinos Boys Bed Comforter Sheet Set,UTBS-102N,68,0,24,1,92,1,0.90%,0.00%,0.66%,1.39%,0.82%,0.69%,98,0,37,1,135,1,0.99%,0.00%,0.76%,0.91%,0.51%,99.26%,100.00%,2,0,2.17%,0.00%,US$69.98,US$0.00,2,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,80,1,47,2,127,3,1.06%,1.37%,1.29%,2.78%,1.14%,2.07%,103,1,59,2,162,3,1.04%,1.08%,1.21%,1.10%,1.52%,100.00%,100.00%,2,0,1.57%,0.00%,US$131.98,US$0.00,2,0
B092LX5PDW,B08P4J11KL,Gray Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG02-T,28,0,23,1,51,1,0.37%,0.00%,0.63%,1.39%,0.46%,0.69%,41,0,25,1,66,1,0.41%,0.00%,0.51%,0.45%,0.51%,100.00%,100.00%,2,0,3.92%,0.00%,US$111.98,US$0.00,2,0
B08T6WTS5M,B08T6XP7ML,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Lion White Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS-107,63,1,20,0,83,1,0.84%,1.37%,0.55%,0.00%,0.74%,0.69%,95,1,23,0,118,1,0.96%,1.08%,0.47%,0.80%,0.51%,100.00%,100.00%,2,0,2.41%,0.00%,US$69.98,US$0.00,2,0
B091XXZ9CL,B099F72429,Bed in a Bag 7 Pieces King Size All Season White Checkered Fork - Soft Microfiber Reversible Bed Comforter Sheet Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG117-KN,21,0,10,0,31,0,0.28%,0.00%,0.27%,0.00%,0.28%,0.00%,27,0,23,0,50,0,0.27%,0.00%,0.47%,0.34%,0.00%,100.00%,0.00%,2,0,6.45%,0.00%,US$88.18,US$0.00,2,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,95,1,24,0,119,1,1.26%,1.37%,0.66%,0.00%,1.07%,0.69%,116,2,27,0,143,2,1.17%,2.15%,0.56%,0.97%,1.02%,100.00%,100.00%,2,0,1.68%,0.00%,US$59.98,US$0.00,2,0
B09QBX987B,B09QBQZJB7,Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Size White with Watercolor Navy Blue Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG180-Q,36,0,20,1,56,1,0.48%,0.00%,0.55%,1.39%,0.50%,0.69%,46,0,30,1,76,1,0.46%,0.00%,0.62%,0.51%,0.51%,100.00%,100.00%,2,0,3.57%,0.00%,US$111.98,US$0.00,2,0
B09QBX987B,B09QCJ8YQ8,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag Queen Watercolor Green Blue Leaves with Yellow Flowers Bedding Set(1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG181-Q,62,2,38,1,100,3,0.82%,2.74%,1.04%,1.39%,0.90%,2.07%,81,2,50,1,131,3,0.82%,2.15%,1.03%,0.89%,1.52%,100.00%,100.00%,2,0,2.00%,0.00%,US$83.98,US$0.00,2,0
B08XXHWMH7,B09TSDL34B,Quilt Set Queen Size Cream White with Black Branch Bedding Set 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer 3 Pc Bed Cover for (1 Quilt+ 2 Shams),UQT165-Q,54,0,36,1,90,1,0.72%,0.00%,0.99%,1.39%,0.81%,0.69%,82,0,61,1,143,1,0.83%,0.00%,1.26%,0.97%,0.51%,100.00%,100.00%,2,0,2.22%,0.00%,US$89.98,US$0.00,2,0
B094QRWNTJ,B09VC4QY1L,"100% Cotton 4 Pieces Pink Flowers Toddler Bedding Set with Pink Yellow White Dark Red Flowers Includes Adorable Quilted Floral Comforter, Pink Fitted Sheet, Top Sheet, and Pillow Case for Boys Girls",UCMTBS-08,28,1,17,0,45,1,0.37%,1.37%,0.47%,0.00%,0.40%,0.69%,46,1,26,0,72,1,0.46%,1.08%,0.54%,0.49%,0.51%,98.61%,100.00%,2,0,4.44%,0.00%,US$85.98,US$0.00,2,0
B09YM4LNS6,B09YM5ZBK2,"4 Pieces White Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-03,56,2,19,0,75,2,0.74%,2.74%,0.52%,0.00%,0.67%,1.38%,61,2,24,0,85,2,0.61%,2.15%,0.49%,0.57%,1.02%,100.00%,100.00%,2,0,2.67%,0.00%,US$59.98,US$0.00,2,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,182,1,110,2,292,3,2.42%,1.37%,3.02%,2.78%,2.61%,2.07%,226,1,149,2,375,3,2.28%,1.08%,3.07%,2.54%,1.52%,100.00%,100.00%,2,0,0.68%,0.00%,US$119.98,US$0.00,2,0
B092LX5PDW,B0B7J74T6N,Green Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-K,79,0,50,0,129,0,1.05%,0.00%,1.37%,0.00%,1.15%,0.00%,102,0,61,0,163,0,1.03%,0.00%,1.26%,1.10%,0.00%,100.00%,0.00%,2,0,1.55%,0.00%,US$139.98,US$0.00,2,0
B09QBX987B,B0BGHV48YG,UOZZI BEDDING Floral Comforter Sheet Set 7 Pieces Bed in a Bag Dark Grey Golden Flower King Size (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG210-K,28,0,4,1,32,1,0.37%,0.00%,0.11%,1.39%,0.29%,0.69%,36,0,4,1,40,1,0.36%,0.00%,0.08%,0.27%,0.51%,100.00%,100.00%,2,1,6.25%,100.00%,US$119.98,US$59.99,2,1
B0BQV6HMN2,B01H1H41R2,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Queen Size 90x90+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WT07-T,26,0,17,1,43,1,0.35%,0.00%,0.47%,1.39%,0.38%,0.69%,35,0,26,2,61,2,0.35%,0.00%,0.54%,0.41%,1.02%,100.00%,100.00%,1,0,2.33%,0.00%,US$25.99,US$0.00,1,0
B01JL0GK9E,B01H1O83TM,"UOZZI BEDDING 4 Corners Post Turquoise Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA03-T,12,0,8,0,20,0,0.16%,0.00%,0.22%,0.00%,0.18%,0.00%,13,0,12,0,25,0,0.13%,0.00%,0.25%,0.17%,0.00%,100.00%,0.00%,1,0,5.00%,0.00%,US$19.99,US$0.00,1,0
