（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08DXYYPHT,B08B51GQGQ,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set Queen Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-Q,110,0,70,1,180,1,1.38%,0.00%,2.14%,1.41%,1.60%,0.65%,136,0,112,1,248,1,1.32%,0.00%,2.69%,1.71%,0.52%,100.00%,100.00%,4,0,2.22%,0.00%,US$159.96,US$0.00,4,0
B08HV2DGDW,B08HLWJNZN,"Gray Faux Fur Comforter Set Full/Queen 3 Pieces - 1 Shaggy Comforter 90x90 and 2 Fur Pillowcases, Ultra Soft and Easy Care Sherpa Luxury Plush Super Warm Winter Shaggy Bedding Set",CMRCBZ01-Q,152,4,49,0,201,4,1.91%,4.88%,1.50%,0.00%,1.79%,2.61%,217,5,57,0,274,5,2.10%,4.81%,1.37%,1.89%,2.62%,100.00%,100.00%,4,0,1.99%,0.00%,US$303.96,US$0.00,4,0
B092LX5PDW,B08XVR2FF1,Burgundy Red Comforter Sheet Set 7 Pieces Christmas Bed in a Bag Queen Size All Season Tree Branch Soft Microfiber Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG01-QN,124,1,60,1,184,2,1.55%,1.22%,1.83%,1.41%,1.64%,1.31%,141,1,67,1,208,2,1.36%,0.96%,1.61%,1.44%,1.05%,100.00%,50.00%,4,0,2.17%,0.00%,US$239.96,US$0.00,4,0
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,128,2,52,3,180,5,1.60%,2.44%,1.59%,4.23%,1.60%,3.27%,160,2,57,3,217,5,1.55%,1.92%,1.37%,1.50%,2.62%,100.00%,100.00%,4,1,2.22%,20.00%,US$271.96,US$67.99,4,1
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,34,1,18,1,52,2,0.43%,1.22%,0.55%,1.41%,0.46%,1.31%,43,3,28,2,71,5,0.42%,2.88%,0.67%,0.49%,2.62%,100.00%,100.00%,3,0,5.77%,0.00%,US$74.97,US$0.00,3,0
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,95,1,40,1,135,2,1.19%,1.22%,1.22%,1.41%,1.20%,1.31%,126,2,57,1,183,3,1.22%,1.92%,1.37%,1.26%,1.57%,98.91%,33.33%,3,0,2.22%,0.00%,US$77.97,US$0.00,3,0
B08D6LSCQ7,B07JGWLZM2,"3 Piece Duvet Cover Set King (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots - 800 TC with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles for Adult",BTN38-K,26,0,4,0,30,0,0.33%,0.00%,0.12%,0.00%,0.27%,0.00%,33,0,4,0,37,0,0.32%,0.00%,0.10%,0.26%,0.00%,100.00%,0.00%,3,0,10.00%,0.00%,US$89.97,US$0.00,3,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,33,0,18,0,51,0,0.41%,0.00%,0.55%,0.00%,0.45%,0.00%,43,0,20,0,63,0,0.42%,0.00%,0.48%,0.43%,0.00%,100.00%,0.00%,4,0,7.84%,0.00%,US$35.96,US$0.00,3,0
B08DXYYPHT,B07QYV47W2,UOZZI BEDDING 2 Piece Reversible Kids Quilt Set Twin Size 68x86 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season Colorful Dots (1 Quilt + 1 Shams),UQT38-T,51,0,36,0,87,0,0.64%,0.00%,1.10%,0.00%,0.77%,0.00%,69,0,39,0,108,0,0.67%,0.00%,0.94%,0.75%,0.00%,100.00%,0.00%,7,0,8.05%,0.00%,US$265.93,US$0.00,3,0
B07SQPMYT8,B07SQPP9PN,UOZZI BEDDING Unicorn 4 Pieces Toddler Bedding Set with Colorful Rainbow Stars Pink Cute Girls Toddler Bed Comforter Sheet Set and Pillowcases,UTBS-Pink,62,0,19,0,81,0,0.78%,0.00%,0.58%,0.00%,0.72%,0.00%,80,0,26,0,106,0,0.77%,0.00%,0.63%,0.73%,0.00%,100.00%,0.00%,3,0,3.70%,0.00%,US$89.97,US$0.00,3,0
B08DXYYPHT,B07TRKBFTF,UOZZI BEDDING 3 Piece Reversible White Quilt Set Queen Size with Blue Green Leaves and Red Flowers Soft Microfiber Lightweight Floral Adult Summer Coverlet Bedspread for All Season,UQT60-Q,120,1,60,0,180,1,1.50%,1.22%,1.83%,0.00%,1.60%,0.65%,137,1,76,0,213,1,1.33%,0.96%,1.83%,1.47%,0.52%,100.00%,100.00%,3,0,1.67%,0.00%,US$119.97,US$0.00,3,0
B0BRN8J9X9,B099MXYR8T,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design White,UCBS-02,155,2,62,2,217,4,1.94%,2.44%,1.90%,2.82%,1.93%,2.61%,191,2,73,2,264,4,1.85%,1.92%,1.76%,1.82%,2.09%,100.00%,100.00%,3,0,1.38%,0.00%,US$89.97,US$0.00,3,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,112,3,50,1,162,4,1.40%,3.66%,1.53%,1.41%,1.44%,2.61%,133,3,58,1,191,4,1.29%,2.88%,1.39%,1.32%,2.09%,100.00%,100.00%,3,0,1.85%,0.00%,US$89.97,US$0.00,3,0
B08XXHWMH7,B09TSDL34B,Quilt Set Queen Size Cream White with Black Branch Bedding Set 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer 3 Pc Bed Cover for (1 Quilt+ 2 Shams),UQT165-Q,78,0,40,0,118,0,0.98%,0.00%,1.22%,0.00%,1.05%,0.00%,100,0,53,0,153,0,0.97%,0.00%,1.27%,1.06%,0.00%,100.00%,0.00%,3,0,2.54%,0.00%,US$134.97,US$0.00,3,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,183,2,77,2,260,4,2.29%,2.44%,2.35%,2.82%,2.31%,2.61%,227,2,91,2,318,4,2.20%,1.92%,2.19%,2.19%,2.09%,100.00%,100.00%,4,2,1.54%,50.00%,US$239.96,US$119.98,3,1
B092LX5PDW,B0B7J74T6N,Green Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-K,117,2,51,0,168,2,1.47%,2.44%,1.56%,0.00%,1.49%,1.31%,138,2,58,0,196,2,1.34%,1.92%,1.39%,1.35%,1.05%,100.00%,100.00%,3,0,1.79%,0.00%,US$209.97,US$0.00,3,0
B0BNMKB79G,B0BNM9HZYC,UOZZI BEDDING Botanical Quilt Set King Size 102x88 3 PC Reversible Soft Microfiber Lightweight Green Coverlet with Blue Red Flowers Bedspread Summer Bed Cover for All Season (1 Quilt+ 2 Shams),UQT209-K,32,0,19,0,51,0,0.40%,0.00%,0.58%,0.00%,0.45%,0.00%,44,0,21,0,65,0,0.43%,0.00%,0.51%,0.45%,0.00%,100.00%,0.00%,3,0,5.88%,0.00%,US$137.97,US$0.00,3,0
B0BQV6HMN2,B01H1H41R2,3 Pieces Duvet Cover Set Blue Gray with White Triangles - Ultra Soft and Easy Care Design Summer Bedding Duvet Cover Queen Size 90x90+ 2 Pillow Shams- 800 TC with Zipper Closure 4 Corner Ties,WT07-T,17,0,19,0,36,0,0.21%,0.00%,0.58%,0.00%,0.32%,0.00%,27,0,22,0,49,0,0.26%,0.00%,0.53%,0.34%,0.00%,100.00%,0.00%,2,0,5.56%,0.00%,US$51.98,US$0.00,2,0
B08D6LSCQ7,B07FXZFB92,UOZZI BEDDING 3 Piece Colorful Queen Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 90x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-Q,36,0,16,0,52,0,0.45%,0.00%,0.49%,0.00%,0.46%,0.00%,46,0,19,0,65,0,0.45%,0.00%,0.46%,0.45%,0.00%,100.00%,0.00%,2,0,3.85%,0.00%,US$51.98,US$0.00,2,0
B07NW55BDC,B07NW3P1FF,"UOZZI BEDDING All-Season Dark Gray Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK28-70,15,1,6,0,21,1,0.19%,1.22%,0.18%,0.00%,0.19%,0.65%,15,1,6,0,21,1,0.15%,0.96%,0.14%,0.14%,0.52%,95.24%,0.00%,2,0,9.52%,0.00%,US$19.98,US$0.00,2,0
B08DXYYPHT,B07QYRV5FZ,UOZZI BEDDING 3 Piece Reversible Quilt Set King Size 102x90 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover Blanket for All Season Colorful Dots (1 Quilt+ 2 Shams),UQT38-K,114,2,58,0,172,2,1.43%,2.44%,1.77%,0.00%,1.53%,1.31%,153,2,90,0,243,2,1.48%,1.92%,2.16%,1.68%,1.05%,98.77%,50.00%,2,0,1.16%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07T61X8LY,UOZZI BEDDING 3 Piece King Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-K,44,0,24,0,68,0,0.55%,0.00%,0.73%,0.00%,0.60%,0.00%,55,0,31,0,86,0,0.53%,0.00%,0.75%,0.59%,0.00%,100.00%,0.00%,2,0,2.94%,0.00%,US$91.98,US$0.00,2,0
B08DXYYPHT,B07TT3GX66,UOZZI BEDDING 2 Piece Reversible Pink Unicorn Twin Quilt Set with Rainbow and Stars Cute Style for Girls Kids Teens Soft Microfiber Lightweight Coverlet Bedspread for All Season,UQT25-T,17,0,12,0,29,0,0.21%,0.00%,0.37%,0.00%,0.26%,0.00%,18,0,12,0,30,0,0.17%,0.00%,0.29%,0.21%,0.00%,100.00%,0.00%,2,0,6.90%,0.00%,US$75.98,US$0.00,2,0
B08D3DNTBX,B07TYLTKSS,Colorful Dots Comforter Set Queen Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Adult Teen Summer Duvet Sets 1 Winter Microfiber Comforter with 2 Pillow Shams,UZBZ38-Q,43,0,30,1,73,1,0.54%,0.00%,0.92%,1.41%,0.65%,0.65%,55,0,35,1,90,1,0.53%,0.00%,0.84%,0.62%,0.52%,100.00%,100.00%,2,1,2.74%,100.00%,US$91.98,US$45.99,2,1
B08D3DNTBX,B07TYNNN74,UOZZI BEDDING Colorful Dots Comforter Set Twin Size Pink Yellow Gray Blue Circles Print Reversible Down Alternative 800 TC Kids Girls Teen Duvet Sets 1 Microfiber Comforter with 2 Pillow Shams,UZBZ38-T,45,0,21,0,66,0,0.56%,0.00%,0.64%,0.00%,0.59%,0.00%,54,0,27,0,81,0,0.52%,0.00%,0.65%,0.56%,0.00%,100.00%,0.00%,3,0,4.55%,0.00%,US$116.97,US$0.00,2,0
B09QC6HXD3,B07V3RZHLF,"Boys Toddler Bedding Set Navy with Colorful Cars Includes 1 Boys Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS73,34,0,9,0,43,0,0.43%,0.00%,0.28%,0.00%,0.38%,0.00%,44,0,12,0,56,0,0.43%,0.00%,0.29%,0.39%,0.00%,100.00%,0.00%,2,0,4.65%,0.00%,US$59.98,US$0.00,2,0
B07NW55BDC,B07X2H864S,"UOZZI BEDDING All-Season Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester (Navy, 27""x39"")",TZK29-70,19,0,7,1,26,1,0.24%,0.00%,0.21%,1.41%,0.23%,0.65%,19,0,7,1,26,1,0.18%,0.00%,0.17%,0.18%,0.52%,100.00%,100.00%,3,0,11.54%,0.00%,US$29.97,US$0.00,2,0
B08HV2DGDW,B08HLTH341,"Faux Fur Shaggy Comforter Set Queen 3 Pieces - 1 Cream White Comforter Set with Sherpa and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Super Soft and Warm Beige Duvet Set",CMRCBZ04-Q,48,1,22,0,70,1,0.60%,1.22%,0.67%,0.00%,0.62%,0.65%,67,1,34,0,101,1,0.65%,0.96%,0.82%,0.70%,0.52%,100.00%,100.00%,2,0,2.86%,0.00%,US$139.98,US$0.00,2,0
B092LX5PDW,B08P4GHXR5,Navy Blue Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch White Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG85-Q,106,2,50,0,156,2,1.33%,2.44%,1.53%,0.00%,1.39%,1.31%,116,2,59,0,175,2,1.12%,1.92%,1.42%,1.21%,1.05%,100.00%,100.00%,2,0,1.28%,0.00%,US$119.98,US$0.00,2,0
B092LX5PDW,B08P4J11KL,Gray Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG02-T,44,1,27,2,71,3,0.55%,1.22%,0.83%,2.82%,0.63%,1.96%,60,1,33,2,93,3,0.58%,0.96%,0.79%,0.64%,1.57%,100.00%,100.00%,2,0,2.82%,0.00%,US$111.98,US$0.00,2,0
B08T6WTS5M,B08T6XP7ML,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Lion White Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS-107,112,0,22,0,134,0,1.40%,0.00%,0.67%,0.00%,1.19%,0.00%,136,0,30,0,166,0,1.32%,0.00%,0.72%,1.15%,0.00%,100.00%,0.00%,2,0,1.49%,0.00%,US$69.98,US$0.00,2,0
B08XXHWMH7,B08XXFK66P,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray White Branch with Yellow Dots Queen Full Size 88x88 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 2 Shams),UQT118-Q,49,0,40,0,89,0,0.61%,0.00%,1.22%,0.00%,0.79%,0.00%,71,0,44,0,115,0,0.69%,0.00%,1.06%,0.79%,0.00%,100.00%,0.00%,2,0,2.25%,0.00%,US$79.98,US$0.00,2,0
B08LY9MZ1Y,B091BQYQNM,"UOZZI BEDDING Kids Girls Bed in a Bag 7 Pieces King Size Unicorn Pink Comforter Set - (1 Soft Microfiber, Reversible Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG122-K,6,1,4,0,10,1,0.08%,1.22%,0.12%,0.00%,0.09%,0.65%,7,1,7,0,14,1,0.07%,0.96%,0.17%,0.10%,0.52%,100.00%,100.00%,2,0,20.00%,0.00%,US$159.98,US$0.00,2,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,60,1,25,0,85,1,0.75%,1.22%,0.76%,0.00%,0.76%,0.65%,76,1,33,0,109,1,0.74%,0.96%,0.79%,0.75%,0.52%,80.73%,100.00%,2,0,2.35%,0.00%,US$59.98,US$0.00,2,0
