（父）ASIN,（子）ASIN,商品名称,SKU,会话次数 – 移动应用,会话次数 – 移动应用 – B2B,会话次数 – 浏览器,会话次数 – 浏览器 – B2B,会话次数 – 总计,会话次数 – 总计 – B2B,会话百分比 – 移动应用,会话百分比 – 移动应用 – B2B,会话百分比 – 浏览器,会话百分比 – 浏览器 – B2B,会话百分比 – 总计,会话百分比 – 总计 – B2B,页面浏览量 – 移动应用,页面浏览量 – 移动应用 – B2B,页面浏览量 – 浏览器,页面浏览量 – 浏览器 – B2B,页面浏览量 – 总计,页面浏览量 – 总计 – B2B,页面浏览量百分比 – 移动应用,页面浏览量百分比 – 移动应用 – B2B,页面浏览量百分比 – 浏览器,页面浏览量百分比 – 总计,页面浏览量百分比 – 总计 – B2B,推荐报价（购买按钮）百分比,推荐报价（购买按钮）百分比 – B2B,已订购商品数量,已订购商品数量 - B2B,商品会话百分比,商品会话百分比 - B2B,已订购商品销售额,已订购商品销售额 - B2B,订单商品总数,订单商品总数 - B2B
B08D6LSCQ7,B07JGWLX2Q,"3 Piece Duvet Cover Set Queen (1 All Season Design Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots, 800 - TC Comforter Cover with Zipper Closure, 4 Corner Ties - Pink Gray Yellow Circles",BTN38-Q,71,0,27,0,98,0,0.79%,0.00%,0.71%,0.00%,0.77%,0.00%,94,0,33,0,127,0,0.80%,0.00%,0.67%,0.76%,0.00%,100.00%,0.00%,6,0,6.12%,0.00%,US$167.94,US$0.00,6,0
B08DXYYPHT,B07QXRHSNS,UOZZI BEDDING 3 Piece Reversible Quilt Set Queen Size 90x90 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover Blanket for All Season Colorful Dots (1 Quilt+ 2 Shams),UQT38-Q,242,0,125,2,367,2,2.69%,0.00%,3.27%,2.99%,2.87%,1.34%,488,0,202,3,690,3,4.15%,0.00%,4.12%,4.14%,1.69%,76.23%,100.00%,6,1,1.63%,50.00%,US$239.94,US$39.99,6,1
B08XXHWMH7,B09155KNZY,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch Queen Full Size 88x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-Q,146,0,84,1,230,1,1.62%,0.00%,2.20%,1.49%,1.80%,0.67%,199,0,101,1,300,1,1.69%,0.00%,2.06%,1.80%,0.56%,100.00%,100.00%,7,0,3.04%,0.00%,US$279.93,US$0.00,6,0
B08LY9MZ1Y,B091BSJFDV,"UOZZI BEDDING Kids Girls Bed in a Bag 7 Pieces Queen Size Unicorn Pink Comforter Set - (1 Soft Microfiber, Reversible Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG122-Q,75,1,23,0,98,1,0.83%,1.22%,0.60%,0.00%,0.77%,0.67%,110,2,26,0,136,2,0.94%,2.11%,0.53%,0.82%,1.12%,99.26%,100.00%,6,0,6.12%,0.00%,US$359.94,US$0.00,6,0
B01JL0GK9E,B01H1O8ANG,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 58"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-Q,32,0,17,1,49,1,0.36%,0.00%,0.45%,1.49%,0.38%,0.67%,45,0,21,1,66,1,0.38%,0.00%,0.43%,0.40%,0.56%,100.00%,100.00%,5,0,10.20%,0.00%,US$124.95,US$0.00,5,0
B091Y38CV7,B08PNWDSSQ,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Gray",UTBS-02,81,1,27,3,108,4,0.90%,1.22%,0.71%,4.48%,0.84%,2.68%,107,1,34,3,141,4,0.91%,1.05%,0.69%,0.85%,2.25%,100.00%,100.00%,5,0,4.63%,0.00%,US$134.95,US$0.00,5,0
B092LX5PDW,B09KXL7TTG,UOZZI BEDDING Cream White Bed in a Bag King 7 pc Branch Style All Season Soft Microfiber Reversible Bed Comforter Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG165-K,115,0,49,1,164,1,1.28%,0.00%,1.28%,1.49%,1.28%,0.67%,150,0,60,1,210,1,1.28%,0.00%,1.22%,1.26%,0.56%,100.00%,100.00%,5,0,3.05%,0.00%,US$339.95,US$0.00,5,0
B09YM4LNS6,B09YM5XT7Y,"4 Pieces Pink Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-02,96,1,34,1,130,2,1.07%,1.22%,0.89%,1.49%,1.02%,1.34%,122,1,49,1,171,2,1.04%,1.05%,1.00%,1.03%,1.12%,100.00%,100.00%,6,0,4.62%,0.00%,US$197.94,US$0.00,5,0
B07NW55BDC,B07NW47G7N,"UOZZI BEDDING All-Season Bright Pink Flannel Fleece Baby Small Blanket for Girls - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, Size 27""x39""",TZK21-70,33,1,23,0,56,1,0.37%,1.22%,0.60%,0.00%,0.44%,0.67%,46,1,31,0,77,1,0.39%,1.05%,0.63%,0.46%,0.56%,100.00%,100.00%,4,0,7.14%,0.00%,US$35.96,US$0.00,4,0
B09QC6HXD3,B07V3RZHLF,"Boys Toddler Bedding Set Navy with Colorful Cars Includes 1 Boys Comforter, Flat Sheet, Fitted Sheet and Pillowcase",UTBS73,36,0,10,0,46,0,0.40%,0.00%,0.26%,0.00%,0.36%,0.00%,51,0,11,0,62,0,0.43%,0.00%,0.22%,0.37%,0.00%,100.00%,0.00%,4,0,8.70%,0.00%,US$119.96,US$0.00,4,0
B08DXYYPHT,B08B51GQGQ,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set Queen Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-Q,73,1,52,4,125,5,0.81%,1.22%,1.36%,5.97%,0.98%,3.36%,87,1,64,6,151,7,0.74%,1.05%,1.31%,0.91%,3.93%,100.00%,100.00%,4,0,3.20%,0.00%,US$171.96,US$0.00,4,0
B08K767M5V,B08CVS7G7W,"7 Pieces Comforter Sheet Set King Size Bed in a Bag - Colorful Dots Style - Soft Microfiber, Spring Reversible Bedding Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG38-K,123,2,50,1,173,3,1.37%,2.44%,1.31%,1.49%,1.35%,2.01%,150,3,65,1,215,4,1.28%,3.16%,1.33%,1.29%,2.25%,100.00%,100.00%,4,0,2.31%,0.00%,US$263.96,US$0.00,4,0
B08HV2DGDW,B08HLWJNZN,"Gray Faux Fur Comforter Set Full/Queen 3 Pieces - 1 Shaggy Comforter 90x90 and 2 Fur Pillowcases, Ultra Soft and Easy Care Sherpa Luxury Plush Super Warm Winter Shaggy Bedding Set",CMRCBZ01-Q,238,3,87,2,325,5,2.65%,3.66%,2.28%,2.99%,2.54%,3.36%,304,3,118,2,422,5,2.58%,3.16%,2.41%,2.53%,2.81%,100.00%,100.00%,4,0,1.23%,0.00%,US$303.96,US$0.00,4,0
B08XXHWMH7,B0914ZJQ8D,UOZZI BEDDING 3 Piece Reversible Quilt Set Gray Branch King Size 102x88 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season (1 Quilt+ 2 Shams),UQT110-K,94,1,57,0,151,1,1.05%,1.22%,1.49%,0.00%,1.18%,0.67%,124,1,84,0,208,1,1.05%,1.05%,1.71%,1.25%,0.56%,100.00%,100.00%,4,0,2.65%,0.00%,US$179.96,US$0.00,4,0
B091Y38CV7,B091Y6MZ8J,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Royal Blue & Gray",UTBSC-04,101,0,28,1,129,1,1.12%,0.00%,0.73%,1.49%,1.01%,0.67%,151,0,36,4,187,4,1.28%,0.00%,0.73%,1.12%,2.25%,100.00%,100.00%,4,0,3.10%,0.00%,US$119.96,US$0.00,4,0
B0BRN8J9X9,B099MY6VVH,3 Pieces Crib Bedding Set Baby Ruffle Quilted Comforter with Fitted Sheet and Pillow - Cute Ruffled Shabby Chic Bedding Soft Blanket Design Pink,UCBS-03,109,0,50,1,159,1,1.21%,0.00%,1.31%,1.49%,1.24%,0.67%,134,0,60,2,194,2,1.14%,0.00%,1.22%,1.16%,1.12%,98.97%,100.00%,4,0,2.52%,0.00%,US$119.96,US$0.00,4,0
B09QBX987B,B09QC1LX62,UOZZI BEDDING Floral Comforter Sheet Set 7 Pieces Bed in a Bag Grey with White Flower Queen Size (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG176-Q,55,2,32,0,87,2,0.61%,2.44%,0.84%,0.00%,0.68%,1.34%,73,2,47,0,120,2,0.62%,2.11%,0.96%,0.72%,1.12%,100.00%,100.00%,4,0,4.60%,0.00%,US$239.96,US$0.00,4,0
B09YM4LNS6,B09YM5ZBK2,"4 Pieces White Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-03,68,0,20,0,88,0,0.76%,0.00%,0.52%,0.00%,0.69%,0.00%,86,0,21,0,107,0,0.73%,0.00%,0.43%,0.64%,0.00%,100.00%,0.00%,5,0,5.68%,0.00%,US$149.95,US$0.00,4,0
B092LX5PDW,B0B7J5PNSW,Green Comforter Sheet Set Bed in a Bag 7 Pieces Queen Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-Q,209,2,98,1,307,3,2.33%,2.44%,2.57%,1.49%,2.40%,2.01%,271,2,118,2,389,4,2.30%,2.11%,2.41%,2.33%,2.25%,99.74%,100.00%,4,0,1.30%,0.00%,US$239.96,US$0.00,4,0
B092LX5PDW,B0B7J74T6N,Green Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch Bloom Flower Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 White Fitted Sheet 2 Pillowcases),UZBIG196-K,103,2,45,0,148,2,1.15%,2.44%,1.18%,0.00%,1.16%,1.34%,131,2,58,0,189,2,1.11%,2.11%,1.18%,1.13%,1.12%,100.00%,100.00%,4,0,2.70%,0.00%,US$279.96,US$0.00,4,0
B01JL0GK9E,B01H1O894G,"UOZZI BEDDING 4 Corners Post Pink Canopy Bed Curtain for Girls & Adults - Cute Cozy Drape Square Netting for Twin Bed - 4 Opening 45"" W x 80"" L Mosquito Net - Princess Bedroom Decoration",FXA04-T,63,1,39,0,102,1,0.70%,1.22%,1.02%,0.00%,0.80%,0.67%,85,1,56,0,141,1,0.72%,1.05%,1.14%,0.85%,0.56%,98.58%,100.00%,3,0,2.94%,0.00%,US$74.97,US$0.00,3,0
B08D6LSCQ7,B07M773C9S,3 Piece Duvet Cover Set Twin (1 Summer Duvet Cover + 2 Pillow Shams) with Colorful Dots 800 - TC Comforter Cover with Zipper Closure 4 Corner Ties Pink Gray Yellow Circles for Teen Girls,BTN38-T,39,0,20,0,59,0,0.43%,0.00%,0.52%,0.00%,0.46%,0.00%,56,0,24,0,80,0,0.48%,0.00%,0.49%,0.48%,0.00%,100.00%,0.00%,3,0,5.08%,0.00%,US$74.97,US$0.00,3,0
B07NW55BDC,B07NW5H492,"UOZZI BEDDING All-Season Teal (Light Blue) Flannel Fleece Baby Blanket for Girls & Boys - Ultra Soft Plush Thin Kids Toddler Blanket for Crib, Pram Strollers, Sofa, 100% Microfiber Polyester 27""x39""",TZK24-70,48,0,24,2,72,2,0.53%,0.00%,0.63%,2.99%,0.56%,1.34%,60,0,35,2,95,2,0.51%,0.00%,0.71%,0.57%,1.12%,100.00%,100.00%,7,0,9.72%,0.00%,US$62.93,US$0.00,3,0
B08DXYYPHT,B07QYV47W2,UOZZI BEDDING 2 Piece Reversible Kids Quilt Set Twin Size 68x86 Soft Microfiber Lightweight Coverlet Bedspread Summer Comforter Set Bed Cover for All Season Colorful Dots (1 Quilt + 1 Shams),UQT38-T,53,0,32,0,85,0,0.59%,0.00%,0.84%,0.00%,0.66%,0.00%,65,0,41,0,106,0,0.55%,0.00%,0.84%,0.64%,0.00%,100.00%,0.00%,8,0,9.41%,0.00%,US$303.92,US$0.00,3,0
B08DXYYPHT,B07T61X8LY,UOZZI BEDDING 3 Piece King Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-K,29,1,25,0,54,1,0.32%,1.22%,0.65%,0.00%,0.42%,0.67%,38,1,28,0,66,1,0.32%,1.05%,0.57%,0.40%,0.56%,98.48%,100.00%,3,0,5.56%,0.00%,US$137.97,US$0.00,3,0
B08DXYYPHT,B08B52HXMX,UOZZI BEDDING 3 Piece Reversible Colorful Quilt Set King Size with Green Orange Yellow Cubes Microfiber Lightweight Floral Coverlet Bedspread for All Season,UQT19-K,62,1,30,1,92,2,0.69%,1.22%,0.79%,1.49%,0.72%,1.34%,84,1,34,1,118,2,0.71%,1.05%,0.69%,0.71%,1.12%,99.15%,100.00%,3,0,3.26%,0.00%,US$134.97,US$0.00,3,0
B08HV2DGDW,B08HLTH341,"Faux Fur Shaggy Comforter Set Queen 3 Pieces - 1 Cream White Comforter Set with Sherpa and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Super Soft and Warm Beige Duvet Set",CMRCBZ04-Q,57,0,30,1,87,1,0.63%,0.00%,0.79%,1.49%,0.68%,0.67%,76,0,35,1,111,1,0.65%,0.00%,0.71%,0.67%,0.56%,99.10%,100.00%,3,0,3.45%,0.00%,US$209.97,US$0.00,3,0
B08XXHWMH7,B08XXFMJQ8,UOZZI BEDDING 2 Piece Reversible Quilt Set Gray White Branch with Yellow Dots Twin Size 68x86 Soft Microfiber Lightweight Summer Coverlet Bedspread for All Season (1 Quilt+ 1 Shams),UQT118-T,5,0,7,0,12,0,0.06%,0.00%,0.18%,0.00%,0.09%,0.00%,5,0,9,0,14,0,0.04%,0.00%,0.18%,0.08%,0.00%,100.00%,0.00%,2,0,16.67%,0.00%,US$73.98,US$0.00,3,0
B091Y38CV7,B091Y46G8R,"UOZZI BEDDING 4 Pieces Toddler Bedding Set Ultra Soft and Breathable Toddler Sheet Set - Includes Comforter, Flat Sheet, Fitted Sheet and Pillowcase - Dark Gray & Gray",UTBSC-08,56,0,14,1,70,1,0.62%,0.00%,0.37%,1.49%,0.55%,0.67%,63,0,20,1,83,1,0.54%,0.00%,0.41%,0.50%,0.56%,100.00%,100.00%,3,0,4.29%,0.00%,US$59.98,US$0.00,3,0
B092VTVKZ7,B09NQ3ST6Z,"UOZZI BEDDING 4 Pieces White Girls Toddler Bedding Set Purple Floral Style - Includes Adorable Quilted Flower Comforter, Green Plaid Fitted Sheet, Top Sheet, and Pillow Case for Girls Bed",UTBS-168,125,0,14,0,139,0,1.39%,0.00%,0.37%,0.00%,1.09%,0.00%,157,0,16,0,173,0,1.33%,0.00%,0.33%,1.04%,0.00%,100.00%,0.00%,3,0,2.16%,0.00%,US$89.97,US$0.00,3,0
B094QRWNTJ,B09VC678PS,"100% Cotton 4 Pieces Cars Toddler Bedding Set with Colorful Cars House Cloud Rainbow Includes Adorable Quilted White Comforter, Blue Fitted Sheet, Top Sheet, and Pillow Case for Boys Girls",UCMTBS-09,54,3,14,1,68,4,0.60%,3.66%,0.37%,1.49%,0.53%,2.68%,77,4,14,1,91,5,0.65%,4.21%,0.29%,0.55%,2.81%,98.90%,100.00%,4,0,5.88%,0.00%,US$179.96,US$0.00,3,0
B09YM4LNS6,B09YM4YW5R,"4 Pieces Teal Blue Toddler Bedding Set with Ruffle Fringe, Solid Color Toddler Bed Set - 1 Toddler Comforter + 1 Fitted Sheet +1 Flat Sheet +1 Pillowcase for Baby Boys and Girls",UTBS-CSHB-06,31,0,7,0,38,0,0.35%,0.00%,0.18%,0.00%,0.30%,0.00%,47,0,8,0,55,0,0.40%,0.00%,0.16%,0.33%,0.00%,100.00%,0.00%,3,0,7.89%,0.00%,US$98.97,US$0.00,3,0
B08D6LSCQ7,B07FXCH4GZ,UOZZI BEDDING 3 Piece Colorful King Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 102x90 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-K,9,0,9,0,18,0,0.10%,0.00%,0.24%,0.00%,0.14%,0.00%,10,0,10,0,20,0,0.09%,0.00%,0.20%,0.12%,0.00%,100.00%,0.00%,2,0,11.11%,0.00%,US$59.98,US$0.00,2,0
B08D6LSCQ7,B07JHHC9BF,UOZZI BEDDING 3 Piece Colorful Twin Duvet Cover Set with Green Yellow Orange Cubes and Triangles 800 - TC 1 Comforter Cover 68x86 with 2 Pillowshams Zipper Closure 4 Corner Ties,BT09-T,9,0,12,0,21,0,0.10%,0.00%,0.31%,0.00%,0.16%,0.00%,9,0,13,0,22,0,0.08%,0.00%,0.27%,0.13%,0.00%,100.00%,0.00%,2,0,9.52%,0.00%,US$55.98,US$0.00,2,0
B08DXYYPHT,B07T3YPBY1,UOZZI BEDDING 3 Piece Queen Reversible Floral Quilt Set White Red Green Colorful Soft Microfiber Lightweight Summer Coverlet Red Flowers Adult Bedspread for All Season -1 Quilt +2 Pillow Shams,UQT09-Q,72,0,42,1,114,1,0.80%,0.00%,1.10%,1.49%,0.89%,0.67%,93,0,51,2,144,2,0.79%,0.00%,1.04%,0.86%,1.12%,99.31%,100.00%,2,0,1.75%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07TRKC348,White Quilt Set with Green Leaves Botanical Coverlet Bedspread 3 Pieces Queen Size Reversible Microfiber Summer Lightweight Style Colorful Colorful Quilt Bedding Set,UQT208-Q,53,0,32,0,85,0,0.59%,0.00%,0.84%,0.00%,0.66%,0.00%,63,0,47,0,110,0,0.54%,0.00%,0.96%,0.66%,0.00%,100.00%,0.00%,2,0,2.35%,0.00%,US$85.98,US$0.00,2,0
B08DXYYPHT,B07TT2C8J2,UOZZI BEDDING 2 Piece Reversible White Quilt Set Twin Size with Blue Green Leaves and Red Flowers Soft Microfiber Lightweight Floral Coverlet Bedspread for All Season Size for Kids Teens,UQT60-T,22,0,15,0,37,0,0.24%,0.00%,0.39%,0.00%,0.29%,0.00%,29,0,18,0,47,0,0.25%,0.00%,0.37%,0.28%,0.00%,100.00%,0.00%,3,0,8.11%,0.00%,US$119.97,US$0.00,2,0
B09QC6HXD3,B07V5VMGXY,"Boys Space Planet Toddler Bedding Set Gray-Green Includes Adorable Quilted Comforter, Fitted Sheet, Top Sheet, and Pillow Case for Boys Bed",UTBS70,48,0,9,0,57,0,0.53%,0.00%,0.24%,0.00%,0.45%,0.00%,57,0,13,0,70,0,0.48%,0.00%,0.27%,0.42%,0.00%,100.00%,0.00%,2,0,3.51%,0.00%,US$59.98,US$0.00,2,0
B08LY9MZ1Y,B08CVRKJVR,"Uozzi Bedding Bed in a Bag 7 Pieces Queen Size Unicorn Pink with Rainbow Star - Soft Microfiber, Reversible Bed Comforter Set (1 Comforter, 2 Pillow Shams, 1 Flat Sheet, 1 Fitted Sheet, 2 Pillowcases)",UZBIG25-Q,28,1,10,0,38,1,0.31%,1.22%,0.26%,0.00%,0.30%,0.67%,32,1,14,0,46,1,0.27%,1.05%,0.29%,0.28%,0.56%,100.00%,100.00%,2,0,5.26%,0.00%,US$131.98,US$0.00,2,0
B08HV2DGDW,B08HLWWM5F,"UOZZI BEDDING Black Faux Fur Comforter Set King 3 Pieces - 1 Black Shaggy Comforter Set 104x90 and 2 Pillowcases, Ultra Soft and Easy Care Luxury Plush Shaggy Duvet Set",CMRCBZ03-KN,23,0,10,0,33,0,0.26%,0.00%,0.26%,0.00%,0.26%,0.00%,24,0,13,0,37,0,0.20%,0.00%,0.27%,0.22%,0.00%,97.30%,0.00%,2,0,6.06%,0.00%,US$171.98,US$0.00,2,0
B092LX5PDW,B08P4HDY6H,White Floral Comforter Sheet Set 7 Pieces Bed in a Bag King Size Green Blue Leaves with Red Flowers Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG60-K,62,0,23,1,85,1,0.69%,0.00%,0.60%,1.49%,0.66%,0.67%,67,0,26,1,93,1,0.57%,0.00%,0.53%,0.56%,0.56%,100.00%,100.00%,2,0,2.35%,0.00%,US$139.98,US$0.00,2,0
B092LX5PDW,B08P4J11KL,Gray Comforter Sheet Set Bed in a Bag 6 Pieces Twin Size Tree Branch Bloom Flower Microfiber Spring Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 1 Pillowcases),UZBIG02-T,36,0,35,0,71,0,0.40%,0.00%,0.92%,0.00%,0.55%,0.00%,49,0,53,0,102,0,0.42%,0.00%,1.08%,0.61%,0.00%,100.00%,0.00%,2,0,2.82%,0.00%,US$111.98,US$0.00,2,0
B092LX5PDW,B08P4JDZ74,Navy Blue Comforter Sheet Set Bed in a Bag 7 Pieces King Size Tree Branch White Microfiber Reversible Bedding Set (1 Comforter 2 Pillow Shams 1 Tan Flat Sheet 1 Fitted Sheet 2 Pillowcases),UZBIG85-K,58,0,39,1,97,1,0.65%,0.00%,1.02%,1.49%,0.76%,0.67%,61,0,52,1,113,1,0.52%,0.00%,1.06%,0.68%,0.56%,100.00%,100.00%,3,0,3.09%,0.00%,US$209.97,US$0.00,2,0
